""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_2484"	9612.60989929685	-7.59894909432138	0.777149170369462	-9.77798006360709	1.39976136954252e-22	5.45748087630854e-20	32	172	57	14120	22759	25389	4817	"     8.78"	"    26.46"	"    10.44"	"  4652.08"	"  4133.67"	"  4548.21"	"  1357.84"	" 3.29"	" 4.78"	" 3.52"	"12.18"	"12.01"	"12.15"	"10.41"	"Tery_2484"	"gene2506"	"CDS"	3827539	3828570	"+"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like~KEGG: ana:all4003 photosystem II CP43 protein PsbC homolog"	"InterPro:IPR000169,InterPro:IPR000932,NCBI_GP:ABG51692.1"
"Tery_2559"	3549.07417420557	-2.06201867068851	0.231229312812454	-8.91763524964926	4.76350323656076e-19	1.65372954029268e-16	1335	2345	1506	2907	3834	8714	4313	"   366.12"	"   360.73"	"   275.95"	"   957.76"	"   696.36"	"  1561.03"	"  1215.77"	" 8.52"	" 8.50"	" 8.11"	" 9.91"	" 9.45"	"10.61"	"10.25"	"Tery_2559"	"gene2580"	"CDS"	3955556	3956104	"+"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: syf:Synpcc7942_1541 flavodoxin%2C long chain"	"InterPro:IPR001226,InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG51759.1"
"Tery_2485"	9262.07698630275	-7.33559832379347	0.862913948664264	-8.50096157924959	1.88026600854792e-17	6.02552937816203e-15	28	185	43	13726	26958	19219	4607	"     7.68"	"    28.46"	"     7.88"	"  4522.27"	"  4896.33"	"  3442.91"	"  1298.65"	" 3.12"	" 4.88"	" 3.15"	"12.14"	"12.26"	"11.75"	"10.34"	"Tery_2485"	"gene2507"	"CDS"	3828573	3830141	"+"	"CP000393.1"	"photosystem antenna protein-like"	"PFAM: photosystem antenna protein-like photosystem I reaction centre%2C subunit XI PsaL~KEGG: ana:all4002 photosystem II CP43 protein PsbC homolog"	"InterPro:IPR000932,InterPro:IPR003757,NCBI_GP:ABG51693.1"
"Tery_0831"	436.427149032464	-1.79731445611708	0.212065872549544	-8.47526494720257	2.3454512567722e-17	6.97939281122357e-15	117	271	196	468	830	718	445	"    32.09"	"    41.69"	"    35.91"	"   154.19"	"   150.75"	"   128.62"	"   125.44"	" 5.05"	" 5.42"	" 5.21"	" 7.28"	" 7.25"	" 7.02"	" 6.98"	"Tery_0831"	"gene837"	"CDS"	1318857	1319852	"-"	"CP000393.1"	"Twin-arginine translocation pathway signal"	"TIGRFAM: Twin-arginine translocation pathway signal~PFAM: multicopper oxidase%2C type 2  multicopper oxidase%2C type 3~KEGG: ava:Ava_1760 multicopper oxidase%2C types 2 and 3"	"InterPro:IPR001287,InterPro:IPR006311,InterPro:IPR011706,InterPro:IPR011707,NCBI_GP:ABG50245.1"
"Tery_3404"	334.557003366783	-1.91317284138093	0.237271481448696	-8.06322289429715	7.43088553234675e-16	2.0638046085171e-13	69	110	133	442	864	442	252	"    18.92"	"    16.92"	"    24.37"	"   145.62"	"   156.93"	"    79.18"	"    71.04"	" 4.32"	" 4.16"	" 4.67"	" 7.20"	" 7.30"	" 6.33"	" 6.17"	"Tery_3404"	"gene3433"	"CDS"	5213167	5213691	"-"	"CP000393.1"	"ferric uptake regulator%2C Fur family"	"PFAM: ferric-uptake regulator~KEGG: syn:sll0567 ferric uptake regulation protein"	"InterPro:IPR002481,NCBI_GP:ABG52505.1"
"Tery_1686"	200.589761198393	-2.46806176427538	0.313042227413199	-7.88411769450411	3.16765626649618e-15	8.24778500388944e-13	22	33	23	371	635	192	73	"     6.03"	"     5.08"	"     4.21"	"   122.23"	"   115.33"	"    34.40"	"    20.58"	" 2.81"	" 2.60"	" 2.38"	" 6.95"	" 6.86"	" 5.15"	" 4.43"	"Tery_1686"	"gene1696"	"CDS"	2568704	2569144	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr1356 hypothetical protein"	"NCBI_GP:ABG50957.1"
"Tery_3032"	1954.03455017039	-1.43775074019671	0.190405689923235	-7.55098621672686	4.31974561458032e-14	1.05859177825539e-11	693	1366	996	2118	3673	3165	1703	"   190.06"	"   210.13"	"   182.50"	"   697.81"	"   667.12"	"   566.98"	"   480.05"	" 7.58"	" 7.72"	" 7.52"	" 9.45"	" 9.38"	" 9.15"	" 8.91"	"Tery_3032"	"gene3058"	"CDS"	4682776	4683933	"+"	"CP000393.1"	"Cupin 4"	"PFAM: Cupin 4~KEGG: syf:Synpcc7942_0373 hypothetical protein"	"InterPro:IPR006162,InterPro:IPR007113,InterPro:IPR013109,NCBI_GP:ABG52183.1"
"Tery_3377"	3356.41372837305	-1.99624820293607	0.291540744450847	-6.84723573268035	7.5290598304936e-12	1.74255906965757e-09	1002	2237	1214	3582	4917	8276	2644	"   274.80"	"   344.12"	"   222.44"	"  1180.15"	"   893.06"	"  1482.57"	"   745.31"	" 8.11"	" 8.43"	" 7.80"	"10.21"	" 9.80"	"10.53"	" 9.54"	"Tery_3377"	"gene3406"	"CDS"	5176866	5177915	"+"	"CP000393.1"	"extracellular solute-binding protein%2C family 1"	"PFAM: extracellular solute-binding protein%2C family 1~KEGG: tel:tll0513 iron binding protein component of ABC iron transporter"	"InterPro:IPR006059,NCBI_GP:ABG52479.1"
"Tery_3222"	438.940013297593	-1.44546028009418	0.220706831685769	-6.54923216038979	5.78336646549935e-11	1.26807919448791e-08	179	341	212	440	737	758	417	"    49.09"	"    52.46"	"    38.85"	"   144.97"	"   133.86"	"   135.79"	"   117.55"	" 5.65"	" 5.74"	" 5.32"	" 7.19"	" 7.08"	" 7.10"	" 6.89"	"Tery_3222"	"gene3250"	"CDS"	4928195	4929331	"-"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related Transport-associated OB~SMART: ATPase~KEGG: syn:sll1878 ABC-type iron transport system ATP-binding protein"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR013611,NCBI_GP:ABG52340.1"
"Tery_0830"	373.979511172058	-1.81349870736174	0.283084882823415	-6.4062011693255	1.49190090322554e-10	3.1076295814188e-08	95	239	157	436	683	777	265	"    26.05"	"    36.77"	"    28.77"	"   143.65"	"   124.05"	"   139.19"	"    74.70"	" 4.76"	" 5.24"	" 4.90"	" 7.18"	" 6.97"	" 7.13"	" 6.24"	"Tery_0830"	"gene836"	"CDS"	1318026	1318814	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all3941 unknown protein"	"NCBI_GP:ABG50244.1"
"Tery_3033"	2027.24715401106	-1.44673509076266	0.244113321079105	-5.92648973176621	3.09478727380837e-09	6.13946846794556e-07	844	1204	1044	2280	3580	3830	1461	"   231.47"	"   185.21"	"   191.29"	"   751.19"	"   650.23"	"   686.11"	"   411.83"	" 7.86"	" 7.54"	" 7.59"	" 9.55"	" 9.35"	" 9.42"	" 8.69"	"Tery_3033"	"gene3059"	"CDS"	4684202	4685209	"+"	"CP000393.1"	"Sucraseferredoxin-like"	"PFAM: Sucraseferredoxin-like~KEGG: ana:all1981 hypothetical protein"	"InterPro:IPR009737,NCBI_GP:ABG52184.1"
"Tery_0459"	285.833168152926	-1.62556783002266	0.29023616398604	-5.6008452141093	2.13309147175126e-08	4.03929957787079e-06	108	225	143	292	366	665	233	"    29.62"	"    34.61"	"    26.20"	"    96.20"	"    66.48"	"   119.13"	"    65.68"	" 4.94"	" 5.15"	" 4.77"	" 6.60"	" 6.08"	" 6.91"	" 6.06"	"Tery_0459"	"gene463"	"CDS"	727178	728614	"+"	"CP000393.1"	"PUCC protein"	"PFAM: PUCC protein major facilitator superfamily MFS_1~KEGG: syn:sll1906 hypothetical protein that may be an assembly factor for photosynthetic complex"	"InterPro:IPR004896,InterPro:IPR007114,InterPro:IPR011701,NCBI_GP:ABG49917.1"
"Tery_0409"	1530.94906619473	-1.65690680889398	0.299019703994428	-5.54112918567016	3.00527400018769e-08	5.44346586294867e-06	399	958	922	1641	2691	3411	994	"   109.43"	"   147.37"	"   168.94"	"   540.66"	"   488.76"	"   611.05"	"   280.19"	" 6.79"	" 7.21"	" 7.41"	" 9.08"	" 8.94"	" 9.26"	" 8.14"	"Tery_0409"	"gene413"	"CDS"	641535	642221	"-"	"CP000393.1"	"HAD-superfamily hydrolase%2C subfamily IA%2C variant 3"	"TIGRFAM: HAD-superfamily hydrolase%2C subfamily IA%2C variant 3~PFAM: Haloacid dehalogenase-like hydrolase~KEGG: ava:Ava_4630 HAD-superfamily hydrolase subfamily IA%2C variant 3"	"InterPro:IPR005834,InterPro:IPR006402,NCBI_GP:ABG49873.1"
"Tery_1666"	12365.3129729027	-1.73772810477056	0.325713873743534	-5.33513689422649	9.5472500897883e-08	1.65724349475242e-05	3030	7999	5672	13500	24995	28027	6548	"   830.98"	"  1230.48"	"  1039.29"	"  4447.81"	"  4539.79"	"  5020.78"	"  1845.79"	" 9.70"	"10.27"	"10.02"	"12.12"	"12.15"	"12.29"	"10.85"	"Tery_1666"	"gene1676"	"CDS"	2532407	2532922	"-"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: ana:alr2405 flavodoxin"	"InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG50937.1"
"Tery_4282"	5187.10469189675	1.40403515962646	0.270713231533454	5.18642975695466	2.14363823520098e-07	3.57215875513892e-05	7047	10717	10381	2224	2002	4236	2182	"  1932.64"	"  1648.59"	"  1902.13"	"   732.74"	"   363.62"	"   758.84"	"   615.07"	"10.92"	"10.69"	"10.89"	" 9.52"	" 8.51"	" 9.57"	" 9.27"	"Tery_4282"	"gene4324"	"CDS"	6602856	6603398	"+"	"CP000393.1"	"Ferritin and Dps"	"PFAM: Ferritin and Dps~KEGG: ava:Ava_1894 ferritin and Dps"	"InterPro:IPR002024,InterPro:IPR002177,InterPro:IPR008331,InterPro:IPR009040,NCBI_GP:ABG53279.1"
"Tery_3062"	56.8826632376994	1.97424427456238	0.382538582222828	5.1609023672608	2.45762333056573e-07	3.93786876736031e-05	114	116	119	7	10	24	28	"    31.26"	"    17.84"	"    21.80"	"     2.31"	"     1.82"	"     4.30"	"     7.89"	" 5.01"	" 4.24"	" 4.51"	" 1.73"	" 1.49"	" 2.41"	" 3.15"	"Tery_3062"	"gene3088"	"CDS"	4721367	4721714	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: syf:Synpcc7942_2401 molecular chaperon"	"NCBI_GP:ABG52206.1"
"Tery_3063"	57.8315052857663	2.02278346921948	0.40944743181697	4.94027636281205	7.80119215238561e-07	0.000120369505580883	96	130	147	4	9	16	34	"    26.33"	"    20.00"	"    26.94"	"     1.32"	"     1.63"	"     2.87"	"     9.58"	" 4.77"	" 4.39"	" 4.80"	" 1.21"	" 1.40"	" 1.95"	" 3.40"	"Tery_3063"	"gene3089"	"CDS"	4722059	4722535	"+"	"CP000393.1"	"heat shock protein Hsp20"	"PFAM: heat shock protein Hsp20~KEGG: ava:Ava_C0143 heat shock protein HSP20"	"InterPro:IPR002068,NCBI_GP:ABG52207.1"
"Tery_0847"	1362.78180237484	1.2842487130694	0.260385236594181	4.9321103218726	8.13459485273381e-07	0.000121031150558889	1379	4202	2870	142	378	1269	692	"   378.19"	"   646.39"	"   525.88"	"    46.78"	"    68.66"	"   227.33"	"   195.06"	" 8.57"	" 9.34"	" 9.04"	" 5.58"	" 6.12"	" 7.83"	" 7.62"	"Tery_0847"	"gene853"	"CDS"	1341178	1343412	"-"	"CP000393.1"	"methionine synthase (B12-independent)"	"PFAM: Methionine synthase%2C vitamin-B12 independent Cobalamin-independent synthase MetE-like~KEGG: cya:CYA_0148 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"	"InterPro:IPR002629,InterPro:IPR013215,NCBI_GP:ABG50257.1"
"Tery_4138"	23275.6606217579	1.14583121659953	0.233701019365441	4.90297911284581	9.43940247299747e-07	0.000135601898974164	35772	39961	47842	5777	9079	18703	14387	"  9810.47"	"  6147.16"	"  8766.19"	"  1903.33"	"  1649.00"	"  3350.47"	"  4055.49"	"13.26"	"12.59"	"13.10"	"10.90"	"10.69"	"11.71"	"11.99"	"Tery_4138"	"gene4178"	"CDS"	6383569	6385107	"+"	"CP000393.1"	"nitrogenase molybdenum-iron protein beta chain"	"KEGG: ana:all1440 nitrogenase molybdenum-iron protein beta chain~TIGRFAM: nitrogenase molybdenum-iron protein beta chain~PFAM: oxidoreductase/nitrogenase%2C component 1"	"InterPro:IPR000318,InterPro:IPR000510,InterPro:IPR005976,NCBI_GP:ABG53146.1"
"Tery_3064"	175.695913857044	1.96186998457087	0.402291333804044	4.87673936701429	1.0785378968973e-06	0.000149772962615805	361	342	359	33	21	59	95	"    99.00"	"    52.61"	"    65.78"	"    10.87"	"     3.81"	"    10.57"	"    26.78"	" 6.64"	" 5.74"	" 6.06"	" 3.57"	" 2.27"	" 3.53"	" 4.80"	"Tery_3064"	"gene3090"	"CDS"	4722704	4723204	"+"	"CP000393.1"	"heat shock protein Hsp20"	"PFAM: heat shock protein Hsp20~KEGG: ava:Ava_3076 heat shock protein HSP20"	"InterPro:IPR002068,NCBI_GP:ABG52208.1"
"Tery_3816"	2179.54719749705	-1.62629661396073	0.345774563101272	-4.70334370282875	2.55935035406397e-06	0.000343943663710661	614	1345	817	3043	4068	4502	955	"   168.39"	"   206.90"	"   149.70"	"  1002.57"	"   738.86"	"   806.49"	"   269.20"	" 7.40"	" 7.70"	" 7.24"	" 9.97"	" 9.53"	" 9.66"	" 8.08"	"Tery_3816"	"gene3853"	"CDS"	5867072	5867284	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52860.1"
"Tery_1825"	122.20036406448	-1.52438402913173	0.326692864472339	-4.66610751230781	3.06959132424694e-06	0.000399622420525399	33	115	74	119	166	274	101	"     9.05"	"    17.69"	"    13.56"	"    39.21"	"    30.15"	"    49.08"	"    28.47"	" 3.33"	" 4.22"	" 3.86"	" 5.33"	" 4.96"	" 5.65"	" 4.88"	"Tery_1825"	"gene1836"	"CDS"	2786301	2786687	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: gvi:gll0142 hypothetical protein"	"NCBI_GP:ABG51082.1"
"Tery_2560"	105.959485901289	1.24885264389298	0.27366275043351	4.56347326011549	5.0314220763021e-06	0.000635178920299229	136	210	153	56	106	76	48	"    37.30"	"    32.30"	"    28.03"	"    18.45"	"    19.25"	"    13.61"	"    13.53"	" 5.26"	" 5.06"	" 4.86"	" 4.28"	" 4.34"	" 3.87"	" 3.86"	"Tery_2560"	"gene2581"	"CDS"	3956896	3957825	"-"	"CP000393.1"	"Tetratricopeptide TPR_2"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: ava:Ava_B0147 TPR repeat"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG51760.1"
"Tery_3817"	2304.04238943907	-1.64060155349674	0.362959017466541	-4.52007382251627	6.18180712449815e-06	0.000757453190607627	604	1153	608	4055	4427	3908	851	"   165.65"	"   177.36"	"   111.41"	"  1335.99"	"   804.07"	"   700.08"	"   239.88"	" 7.38"	" 7.48"	" 6.81"	"10.38"	" 9.65"	" 9.45"	" 7.91"	"Tery_3817"	"gene3854"	"CDS"	5867650	5867856	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52861.1"
"Tery_3034"	468.683905170223	-1.40162487259355	0.311008039537065	-4.50671588644418	6.58386953682332e-06	0.00078366858544017	115	255	276	475	1249	398	505	"    31.54"	"    39.23"	"    50.57"	"   156.50"	"   226.85"	"    71.30"	"   142.35"	" 5.02"	" 5.33"	" 5.69"	" 7.30"	" 7.83"	" 6.18"	" 7.16"	"Tery_3034"	"gene3060"	"CDS"	4685403	4685561	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:asl1657 transposase"	"NCBI_GP:ABG52185.1"
"Tery_3061"	64.4459432896028	1.81976465193298	0.41222193868132	4.41452645085879	1.01231338644114e-05	0.00117147154664272	124	125	156	2	3	22	42	"    34.01"	"    19.23"	"    28.58"	"     0.66"	"     0.54"	"     3.94"	"    11.84"	" 5.13"	" 4.34"	" 4.89"	" 0.73"	" 0.63"	" 2.30"	" 3.68"	"Tery_3061"	"gene3087"	"CDS"	4720723	4721199	"+"	"CP000393.1"	"heat shock protein Hsp20"	"PFAM: heat shock protein Hsp20~KEGG: ava:Ava_C0143 heat shock protein HSP20"	"InterPro:IPR002068,NCBI_GP:ABG52205.1"
"Tery_4355"	737.678134399141	-1.60348050844313	0.366916964632119	-4.37014546343155	1.2416379630971e-05	0.00139801723088177	235	412	374	984	1184	1707	318	"    64.45"	"    63.38"	"    68.53"	"   324.20"	"   215.05"	"   305.79"	"    89.64"	" 6.03"	" 6.01"	" 6.12"	" 8.35"	" 7.76"	" 8.26"	" 6.50"	"Tery_4355"	"gene4398"	"CDS"	6713998	6715434	"+"	"CP000393.1"	"Iron-regulated ABC transporter membrane component SufB"	"TIGRFAM: FeS assembly protein SufB~PFAM: SufBD~KEGG: syn:slr0074 ABC transporter subunit"	"InterPro:IPR000825,InterPro:IPR010231,NCBI_GP:ABG53347.1"
"Tery_0600"	13771.532671911	-0.904141621196166	0.211046011955172	-4.28409716355224	1.83482720888805e-05	0.0020115500400599	7697	12942	11052	12546	17824	24528	11392	"  2110.90"	"  1990.85"	"  2025.08"	"  4133.50"	"  3237.34"	"  4393.97"	"  3211.24"	"11.04"	"10.96"	"10.98"	"12.01"	"11.66"	"12.10"	"11.65"	"Tery_0600"	"gene605"	"CDS"	966890	968791	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: lma:LmjF27.0240 kinetoplast-associated protein-like protein"	"NCBI_GP:ABG50044.1"
"Tery_0041"	237.099269944091	1.0654293230319	0.251531715412635	4.23576534388151	2.27774549575407e-05	0.00243309941931063	349	432	383	91	155	230	113	"    95.71"	"    66.45"	"    70.18"	"    29.98"	"    28.15"	"    41.20"	"    31.85"	" 6.60"	" 6.08"	" 6.15"	" 4.95"	" 4.87"	" 5.40"	" 5.04"	"Tery_0041"	"gene40"	"CDS"	64428	64763	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr3811 hypothetical protein"	"NCBI_GP:ABG49559.1"
"Tery_1662"	79.0297871094994	-1.61038180310252	0.382562162259153	-4.20946440074654	2.55976768789382e-05	0.00266599804694141	17	19	22	147	213	85	26	"     4.66"	"     2.92"	"     4.03"	"    48.43"	"    38.69"	"    15.23"	"     7.33"	" 2.50"	" 1.97"	" 2.33"	" 5.63"	" 5.31"	" 4.02"	" 3.06"	"Tery_1662"	"gene1672"	"CDS"	2528196	2528942	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1216 hypothetical protein"	"NCBI_GP:ABG50933.1"
"Tery_3818"	1445.34336259432	-1.26934247809362	0.30212734753578	-4.20134916102982	2.65329004690384e-05	0.00269600154521986	437	801	519	2047	3658	2128	564	"   119.85"	"   123.22"	"    95.10"	"   674.42"	"   664.40"	"   381.21"	"   158.98"	" 6.92"	" 6.96"	" 6.59"	" 9.40"	" 9.38"	" 8.58"	" 7.32"	"Tery_3818"	"gene3855"	"CDS"	5868027	5869220	"+"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: bha:BH2305 lipopolysaccharide N-acetylglucosaminyltransferase"	"InterPro:IPR001296,NCBI_GP:ABG52862.1"
