#chromosome	start	end	gene_name
CP000393.1	440975	442579	Tery_0286
CP000393.1	443535	444284	Tery_0288
CP000393.1	444560	444925	Tery_0289
CP000393.1	445064	445597	Tery_0290
CP000393.1	446241	447479	Tery_0291
CP000393.1	452825	455425	Tery_0295
CP000393.1	456754	457272	Tery_0298
CP000393.1	457720	459648	Tery_0299
CP000393.1	459720	460340	Tery_0300
CP000393.1	460361	460780	Tery_0301
CP000393.1	461870	463597	Tery_0302
CP000393.1	478266	479129	Tery_0309
CP000393.1	479268	480356	Tery_0310
CP000393.1	480768	481508	Tery_0311
CP000393.1	492550	493929	Tery_0318
CP000393.1	494912	495502	Tery_0319
CP000393.1	495589	496197	Tery_0320
CP000393.1	497092	497943	Tery_0321
CP000393.1	499291	499899	Tery_0324
CP000393.1	500956	501675	Tery_0325
CP000393.1	502599	503360	Tery_0327
CP000393.1	503552	503686	Tery_0328
CP000393.1	503708	503887	Tery_0329
CP000393.1	503895	504053	Tery_0330
CP000393.1	509153	510514	Tery_0333
CP000393.1	510841	512151	Tery_0334
CP000393.1	515297	516334	Tery_0336
CP000393.1	520009	522129	Tery_0339
CP000393.1	525128	532096	Tery_0342
CP000393.1	534200	535810	Tery_0345
CP000393.1	543311	544138	Tery_0351
CP000393.1	546691	547593	Tery_0353
CP000393.1	548063	548857	Tery_0355
CP000393.1	549606	550889	Tery_0356
CP000393.1	551971	553365	Tery_0359
CP000393.1	553419	553976	Tery_0360
CP000393.1	556288	561606	Tery_0363
CP000393.1	563584	564342	Tery_0365
CP000393.1	564791	565687	Tery_0366
CP000393.1	565744	566562	Tery_0367
CP000393.1	566682	567677	Tery_0368
CP000393.1	581688	583043	Tery_0377
CP000393.1	583692	585479	Tery_0378
CP000393.1	585492	588713	Tery_0379
CP000393.1	588749	591631	Tery_0380
CP000393.1	597558	598646	Tery_0385
CP000393.1	599368	599778	Tery_0386
CP000393.1	600305	603121	Tery_0387
CP000393.1	603425	603682	Tery_0388
CP000393.1	603834	605684	Tery_0389
CP000393.1	606874	607626	Tery_0392
CP000393.1	608237	608632	Tery_0393
CP000393.1	620588	621844	Tery_0398
CP000393.1	622277	623410	Tery_0399
CP000393.1	623997	626591	Tery_0400
CP000393.1	627137	627862	Tery_0401
CP000393.1	628071	628838	Tery_0402
CP000393.1	631426	633651	Tery_0404
CP000393.1	637017	637871	Tery_0406
CP000393.1	638761	639687	Tery_0407
CP000393.1	647650	648378	Tery_0413
CP000393.1	652887	654566	Tery_0416
CP000393.1	654900	656402	Tery_0417
CP000393.1	659042	662110	Tery_0419
CP000393.1	663633	663986	Tery_0420
CP000393.1	664213	664440	Tery_0421
CP000393.1	677883	678125	Tery_0427
CP000393.1	679909	680187	Tery_0431
CP000393.1	687517	688122	Tery_0436
CP000393.1	690731	691150	Tery_0438
CP000393.1	691235	691768	Tery_0439
CP000393.1	694774	695922	Tery_0441
CP000393.1	696402	696863	Tery_0442
CP000393.1	697751	698074	Tery_0443
CP000393.1	700843	702060	Tery_0445
CP000393.1	702713	703441	Tery_0446
CP000393.1	719131	720036	Tery_0453
CP000393.1	720211	720456	Tery_0454
CP000393.1	721508	723409	Tery_0455
CP000393.1	724335	725195	Tery_0457
CP000393.1	727178	728614	Tery_0459
CP000393.1	747158	747436	Tery_0468
CP000393.1	750262	750672	Tery_0471
CP000393.1	750705	751028	Tery_0472
CP000393.1	751967	752341	Tery_0473
CP000393.1	752459	752929	Tery_0474
CP000393.1	753026	755101	Tery_0475
CP000393.1	755363	756592	Tery_0476
CP000393.1	756838	757155	Tery_0477
CP000393.1	757621	758259	Tery_0478
CP000393.1	759506	760396	Tery_0480
CP000393.1	778406	778600	Tery_0486
CP000393.1	779543	780718	Tery_0487
CP000393.1	781534	783267	Tery_0488
CP000393.1	783486	784217	Tery_0489
CP000393.1	784902	785930	Tery_0490
CP000393.1	786994	787938	Tery_0491
CP000393.1	788524	789246	Tery_0492
CP000393.1	789431	789865	Tery_0493
CP000393.1	791975	793528	Tery_0494
CP000393.1	796283	797596	Tery_0496
CP000393.1	797861	798013	Tery_0497
CP000393.1	798757	800184	Tery_0499
CP000393.1	802278	802730	Tery_0501
CP000393.1	808271	808972	Tery_0505
CP000393.1	808988	809668	Tery_0506
CP000393.1	810031	810729	Tery_0507
CP000393.1	810760	811599	Tery_0508
CP000393.1	812023	812805	Tery_0509
CP000393.1	816445	817824	Tery_0513
CP000393.1	818923	820263	Tery_0516
CP000393.1	820641	822119	Tery_0517
CP000393.1	823262	823753	Tery_0518
CP000393.1	824434	825072	Tery_0519
CP000393.1	825705	825887	Tery_0520
CP000393.1	829610	830479	Tery_0524
CP000393.1	830515	831303	Tery_0525
CP000393.1	831588	832475	Tery_0526
CP000393.1	832685	833020	Tery_0527
CP000393.1	833050	833985	Tery_0528
CP000393.1	834224	838024	Tery_0529
CP000393.1	838332	839417	Tery_0530
CP000393.1	840599	841864	Tery_0531
CP000393.1	849080	850216	Tery_0536
CP000393.1	854436	854939	Tery_0540
CP000393.1	866423	866632	Tery_0547
CP000393.1	866625	866774	Tery_0548
CP000393.1	867047	867376	Tery_0550
CP000393.1	867470	867970	Tery_0551
CP000393.1	870049	871497	Tery_0554
CP000393.1	877194	878096	Tery_0559
CP000393.1	878411	879826	Tery_0560
CP000393.1	880082	881080	Tery_0561
CP000393.1	881101	882081	Tery_0562
CP000393.1	882334	882663	Tery_0563
CP000393.1	884921	886705	Tery_0565
CP000393.1	887761	889149	Tery_0567
CP000393.1	889556	890587	Tery_0568
CP000393.1	891343	901950	Tery_0570
CP000393.1	902632	912891	Tery_0572
CP000393.1	913780	923676	Tery_0573
CP000393.1	925476	926078	Tery_0575
CP000393.1	927461	929014	Tery_0577
CP000393.1	929569	930585	Tery_0578
CP000393.1	930908	931135	Tery_0579
CP000393.1	932940	934169	Tery_0581
CP000393.1	934521	935816	Tery_0582
CP000393.1	943156	944193	Tery_0587
CP000393.1	944659	945549	Tery_0588
CP000393.1	945800	947590	Tery_0589
CP000393.1	949911	952352	Tery_0591
CP000393.1	954378	954875	Tery_0593
CP000393.1	959820	960812	Tery_0597
CP000393.1	961521	963302	Tery_0598
CP000393.1	963524	966562	Tery_0599
CP000393.1	966890	968791	Tery_0600
CP000393.1	969256	972612	Tery_0601
CP000393.1	975384	975956	Tery_0603
CP000393.1	976490	977383	Tery_0604
CP000393.1	979363	979587	Tery_0605
CP000393.1	980268	980867	Tery_0606
CP000393.1	984446	985642	Tery_0608
CP000393.1	988174	989139	Tery_0610
CP000393.1	990764	992905	Tery_0612
CP000393.1	993008	994957	Tery_0613
CP000393.1	995266	996087	Tery_0614
CP000393.1	997127	998314	Tery_0615
CP000393.1	998647	999150	Tery_0616
CP000393.1	1002049	1004481	Tery_0618
CP000393.1	1004527	1006728	Tery_0619
CP000393.1	1009357	1010580	Tery_0621
CP000393.1	1017941	1018180	Tery_0624
CP000393.1	1018348	1020558	Tery_0625
CP000393.1	1020821	1027000	Tery_0626
CP000393.1	1030632	1030886	Tery_0629
CP000393.1	1030880	1031239	Tery_0630
CP000393.1	1034058	1035113	Tery_0633
CP000393.1	1035817	1036140	Tery_0635
CP000393.1	1036276	1038555	Tery_0636
CP000393.1	1039586	1040161	Tery_0637
CP000393.1	1041012	1041449	Tery_0638
CP000393.1	1042907	1043191	Tery_0640
CP000393.1	1047480	1048646	Tery_0642
CP000393.1	1051875	1053653	Tery_0644
CP000393.1	1054463	1054726	Tery_0646
CP000393.1	1055790	1058525	Tery_0647
CP000393.1	1058584	1058949	Tery_0648
CP000393.1	1064179	1065519	Tery_0652
CP000393.1	1066433	1066786	Tery_0653
CP000393.1	1069580	1069819	Tery_0656
CP000393.1	1070417	1073758	Tery_0657
CP000393.1	1073905	1074138	Tery_0658
CP000393.1	1079303	1082704	Tery_0661
CP000393.1	1082962	1086354	Tery_0662
CP000393.1	1086668	1086862	Tery_0663
CP000393.1	1091046	1093646	Tery_0665
CP000393.1	1096877	1097611	Tery_0667
CP000393.1	1102446	1102814	Tery_0672
CP000393.1	1103208	1103762	Tery_0673
CP000393.1	1103770	1104519	Tery_0674
CP000393.1	1107525	1107776	Tery_0676
CP000393.1	1112418	1112711	Tery_0681
CP000393.1	1114288	1115352	Tery_0682
CP000393.1	1115549	1116691	Tery_0683
CP000393.1	1117041	1118570	Tery_0684
CP000393.1	1118945	1120267	Tery_0685
CP000393.1	1124315	1124830	Tery_0688
CP000393.1	1126451	1126627	Tery_0690
CP000393.1	1126763	1126903	Tery_0691
CP000393.1	1127118	1127594	Tery_0692
CP000393.1	1128295	1129281	Tery_0693
CP000393.1	1130508	1131227	Tery_0696
CP000393.1	1131311	1132216	Tery_0697
CP000393.1	1132247	1132966	Tery_0698
CP000393.1	1133346	1134239	Tery_0699
CP000393.1	1142186	1143223	Tery_0706
CP000393.1	1143474	1144046	Tery_0707
CP000393.1	1147651	1148427	Tery_0710
CP000393.1	1165493	1165699	Tery_0720
CP000393.1	1173852	1174931	Tery_0725
CP000393.1	1180763	1180939	Tery_0730
CP000393.1	1183022	1183411	Tery_0732
CP000393.1	1184631	1185065	Tery_0734
CP000393.1	1190194	1190901	Tery_0736
CP000393.1	1190971	1191594	Tery_0737
CP000393.1	1191896	1193557	Tery_0738
CP000393.1	1194175	1195599	Tery_0739
CP000393.1	1195939	1197330	Tery_0740
CP000393.1	1203288	1204619	Tery_0744
CP000393.1	1205759	1206085	Tery_0746
CP000393.1	1206596	1206904	Tery_0747
CP000393.1	1206998	1207636	Tery_0748
CP000393.1	1207636	1208475	Tery_0749
CP000393.1	1208481	1209008	Tery_0750
CP000393.1	1209008	1209706	Tery_0751
CP000393.1	1210324	1212036	Tery_0752
CP000393.1	1213485	1213853	Tery_0754
CP000393.1	1213870	1214370	Tery_0755
CP000393.1	1214728	1215552	Tery_0756
CP000393.1	1216100	1217077	Tery_0757
CP000393.1	1217233	1218636	Tery_0758
CP000393.1	1218825	1219193	Tery_0759
CP000393.1	1221650	1222027	Tery_0763
CP000393.1	1222758	1223264	Tery_0764
CP000393.1	1223413	1226955	Tery_0765
CP000393.1	1232220	1233944	Tery_0770
CP000393.1	1234183	1234410	Tery_0771
CP000393.1	1238060	1239115	Tery_0774
CP000393.1	1239818	1240066	Tery_0775
CP000393.1	1241466	1242032	Tery_0777
CP000393.1	1247396	1248022	Tery_0781
CP000393.1	1249747	1251102	Tery_0783
CP000393.1	1251949	1252959	Tery_0784
CP000393.1	1253435	1253749	Tery_0785
CP000393.1	1256445	1257632	Tery_0790
CP000393.1	1258410	1260767	Tery_0792
CP000393.1	1261083	1261331	Tery_0794
CP000393.1	1261720	1262853	Tery_0795
CP000393.1	1264286	1265392	Tery_0797
CP000393.1	1265648	1265992	Tery_0798
CP000393.1	1271553	1272392	Tery_0802
CP000393.1	1275919	1277823	Tery_0803
CP000393.1	1281381	1282022	Tery_0805
CP000393.1	1284063	1284626	Tery_0808
CP000393.1	1284895	1285095	Tery_0809
CP000393.1	1287239	1289170	Tery_0812
CP000393.1	1291960	1294113	Tery_0814
CP000393.1	1294564	1295925	Tery_0815
CP000393.1	1296180	1296470	Tery_0816
CP000393.1	1308378	1312364	Tery_0826
CP000393.1	1314887	1316677	Tery_0828
CP000393.1	1317053	1317484	Tery_0829
CP000393.1	1322985	1323788	Tery_0833
CP000393.1	1326045	1326278	Tery_0835
CP000393.1	1327223	1330339	Tery_0836
CP000393.1	1336822	1337058	Tery_0842
CP000393.1	1346434	1346811	Tery_0852
CP000393.1	1349769	1350455	Tery_0854
CP000393.1	1354217	1354837	Tery_0855
CP000393.1	1355187	1355828	Tery_0856
CP000393.1	1355925	1357523	Tery_0857
CP000393.1	1368592	1368963	Tery_0864
CP000393.1	1371920	1375666	Tery_0866
CP000393.1	1376791	1377237	Tery_0868
CP000393.1	1377289	1379997	Tery_0869
CP000393.1	1381500	1382981	Tery_0870
CP000393.1	1385099	1385314	Tery_0872
CP000393.1	1387489	1388583	Tery_0875
CP000393.1	1388873	1389853	Tery_0876
CP000393.1	1391421	1393301	Tery_0878
CP000393.1	1394263	1395375	Tery_0879
CP000393.1	1399969	1400772	Tery_0881
CP000393.1	1403156	1404088	Tery_0883
CP000393.1	1404361	1404582	Tery_0884
CP000393.1	1406490	1407422	Tery_0886
CP000393.1	1407784	1407951	Tery_0887
CP000393.1	1408255	1408719	Tery_0888
CP000393.1	1409261	1410328	Tery_0889
CP000393.1	1410906	1411763	Tery_0890
CP000393.1	1412227	1412706	Tery_0891
CP000393.1	1412737	1413084	Tery_0892
CP000393.1	1414773	1416365	Tery_0893
CP000393.1	1416502	1418502	Tery_0894
CP000393.1	1421097	1421984	Tery_0901
CP000393.1	1422258	1423010	Tery_0902
CP000393.1	1430592	1431749	Tery_0905
CP000393.1	1432961	1434688	Tery_0907
CP000393.1	1435221	1435445	Tery_0908
CP000393.1	1435656	1437428	Tery_0909
CP000393.1	1441709	1442476	Tery_0911
CP000393.1	1443313	1444083	Tery_0912
CP000393.1	1447844	1448134	Tery_0914
CP000393.1	1448619	1448921	Tery_0915
CP000393.1	1449238	1449534	Tery_0916
CP000393.1	1453015	1453713	Tery_0919
CP000393.1	1454098	1454445	Tery_0920
CP000393.1	1456763	1457209	Tery_0922
CP000393.1	1458463	1458756	Tery_0925
CP000393.1	1467224	1468048	Tery_0931
CP000393.1	1481418	1481837	Tery_0940
CP000393.1	1481922	1482455	Tery_0941
CP000393.1	1482519	1483148	Tery_0942
CP000393.1	1483210	1487364	Tery_0943
CP000393.1	1494752	1495789	Tery_0948
CP000393.1	1496538	1497833	Tery_0949
CP000393.1	1498060	1499565	Tery_0950
CP000393.1	1501447	1501731	Tery_0952
CP000393.1	1505693	1507246	Tery_0956
CP000393.1	1511514	1513337	Tery_0958
CP000393.1	1519889	1521130	Tery_0966
CP000393.1	1522901	1523875	Tery_0968
CP000393.1	1525249	1525980	Tery_0969
CP000393.1	1527065	1528504	Tery_0970
CP000393.1	1531676	1533391	Tery_0972
CP000393.1	1536955	1538265	Tery_0975
CP000393.1	1538888	1539967	Tery_0976
CP000393.1	1540186	1543833	Tery_0977
CP000393.1	1549118	1549912	Tery_0985
CP000393.1	1551310	1552242	Tery_0986
CP000393.1	1554577	1554864	Tery_0989
CP000393.1	1555350	1556627	Tery_0990
CP000393.1	1563071	1563907	Tery_0999
CP000393.1	1565800	1566267	Tery_1001
CP000393.1	1567748	1568413	Tery_1003
CP000393.1	1568627	1569361	Tery_1004
CP000393.1	1569547	1570164	Tery_1005
CP000393.1	1571054	1571557	Tery_1006
CP000393.1	1573710	1574747	Tery_1008
CP000393.1	1574817	1575638	Tery_1009
CP000393.1	1579082	1580158	Tery_1012
CP000393.1	1580492	1581229	Tery_1013
CP000393.1	1581744	1581953	Tery_1014
CP000393.1	1583042	1583944	Tery_1015
CP000393.1	1584567	1584785	Tery_1016
CP000393.1	1585964	1586881	Tery_1018
CP000393.1	1594657	1595790	Tery_1022
CP000393.1	1596127	1597305	Tery_1023
CP000393.1	1601167	1601847	Tery_1026
CP000393.1	1602686	1603732	Tery_1027
CP000393.1	1615167	1615469	Tery_1034
CP000393.1	1615715	1616581	Tery_1035
CP000393.1	1624555	1625238	Tery_1037
CP000393.1	1625440	1627242	Tery_1038
CP000393.1	1627718	1628632	Tery_1039
CP000393.1	1629979	1630473	Tery_1040
CP000393.1	1632117	1632995	Tery_1042
CP000393.1	1633212	1634891	Tery_1043
CP000393.1	1635210	1635488	Tery_1044
CP000393.1	1635756	1636112	Tery_1045
CP000393.1	1648441	1649709	Tery_1054
CP000393.1	1650953	1651159	Tery_1055
CP000393.1	1651512	1651712	Tery_1056
CP000393.1	1652249	1653973	Tery_1057
CP000393.1	1655922	1656212	Tery_1059
CP000393.1	1663280	1664551	Tery_1064
CP000393.1	1667703	1670750	Tery_1066
CP000393.1	1672964	1674496	Tery_1068
CP000393.1	1674906	1676414	Tery_1069
CP000393.1	1676566	1678770	Tery_1070
CP000393.1	1688760	1690061	Tery_1074
CP000393.1	1690505	1691377	Tery_1075
CP000393.1	1696856	1697746	Tery_1079
CP000393.1	1698259	1698630	Tery_1080
CP000393.1	1700241	1700489	Tery_1082
CP000393.1	1701534	1703168	Tery_1084
CP000393.1	1705664	1705909	Tery_1088
CP000393.1	1705964	1706263	Tery_1089
CP000393.1	1721596	1723065	Tery_1095
CP000393.1	1723362	1724966	Tery_1096
CP000393.1	1725763	1726743	Tery_1097
CP000393.1	1728100	1729266	Tery_1099
CP000393.1	1730625	1730951	Tery_1101
CP000393.1	1747476	1748141	Tery_1110
CP000393.1	1749582	1749935	Tery_1112
CP000393.1	1751417	1752841	Tery_1113
CP000393.1	1758520	1759998	Tery_1117
CP000393.1	1763965	1764252	Tery_1121
CP000393.1	1764326	1765177	Tery_1122
CP000393.1	1771236	1772108	Tery_1125
CP000393.1	1789134	1789367	Tery_1133
CP000393.1	1793933	1795171	Tery_1138
CP000393.1	1797129	1797368	Tery_1140
CP000393.1	1798654	1800735	Tery_1142
CP000393.1	1802899	1803066	Tery_1144
CP000393.1	1808387	1809424	Tery_1150
CP000393.1	1810140	1810895	Tery_1151
CP000393.1	1811022	1811618	Tery_1152
CP000393.1	1811884	1812762	Tery_1153
CP000393.1	1826159	1827190	Tery_1166
CP000393.1	1827259	1827642	Tery_1167
CP000393.1	1828262	1828981	Tery_1168
CP000393.1	1833837	1834673	Tery_1173
CP000393.1	1837408	1838166	Tery_1175
CP000393.1	1838475	1839092	Tery_1176
CP000393.1	1844523	1847486	Tery_1179
CP000393.1	1869679	1870758	Tery_1195
CP000393.1	1871194	1871847	Tery_1196
CP000393.1	1872823	1873305	Tery_1197
CP000393.1	1873525	1873719	Tery_1198
CP000393.1	1875929	1876612	Tery_1201
CP000393.1	1878803	1879288	Tery_1204
CP000393.1	1879465	1879581	Tery_1205
CP000393.1	1880411	1881139	Tery_1206
CP000393.1	1883036	1883473	Tery_1209
CP000393.1	1885361	1885747	Tery_1212
CP000393.1	1885873	1886535	Tery_1213
CP000393.1	1889069	1889311	Tery_1215
CP000393.1	1898433	1899119	Tery_1224
CP000393.1	1899852	1900091	Tery_1226
CP000393.1	1904238	1905296	Tery_1230
CP000393.1	1907660	1907941	Tery_1232
CP000393.1	1908790	1910424	Tery_1233
CP000393.1	1911568	1913487	Tery_1234
CP000393.1	1914921	1915883	Tery_1235
CP000393.1	1922203	1922877	Tery_1240
CP000393.1	1925413	1926099	Tery_1243
CP000393.1	1930019	1930708	Tery_1246
CP000393.1	1930923	1931513	Tery_1247
CP000393.1	1934396	1935022	Tery_1250
CP000393.1	1935767	1937014	Tery_1251
CP000393.1	1938100	1939044	Tery_1252
CP000393.1	1941237	1941443	Tery_1255
CP000393.1	1951649	1951768	Tery_1266
CP000393.1	1951947	1952114	Tery_1267
CP000393.1	1954986	1955288	Tery_1271
CP000393.1	1955383	1955784	Tery_1272
CP000393.1	1956658	1956891	Tery_1274
CP000393.1	1957008	1957391	Tery_1275
CP000393.1	1958159	1959787	Tery_1276
CP000393.1	1963528	1963887	Tery_1282
CP000393.1	1963943	1964374	Tery_1283
CP000393.1	1966691	1966912	Tery_1286
CP000393.1	1966978	1967166	Tery_1287
CP000393.1	1968385	1968987	Tery_1288
CP000393.1	1971541	1972422	Tery_1291
CP000393.1	1973698	1974462	Tery_1293
CP000393.1	1975139	1976026	Tery_1294
CP000393.1	1983497	1983685	Tery_1299
CP000393.1	1997564	1998322	Tery_1308
CP000393.1	2000615	2001211	Tery_1310
CP000393.1	2005048	2005605	Tery_1313
CP000393.1	2006188	2006691	Tery_1314
CP000393.1	2013421	2013852	Tery_1319
CP000393.1	2017345	2018265	Tery_1323
CP000393.1	2019402	2021213	Tery_1324
CP000393.1	2028123	2028449	Tery_1330
CP000393.1	2030402	2030767	Tery_1333
CP000393.1	2035337	2037400	Tery_1338
CP000393.1	2071942	2072889	Tery_1354
CP000393.1	2093317	2094477	Tery_1365
CP000393.1	2095438	2097009	Tery_1366
CP000393.1	2102236	2104170	Tery_1371
CP000393.1	2104828	2106021	Tery_1372
CP000393.1	2111352	2111582	Tery_1375
CP000393.1	2111837	2112118	Tery_1376
CP000393.1	2113051	2113173	Tery_1379
CP000393.1	2113589	2114314	Tery_1380
CP000393.1	2115235	2116080	Tery_1381
CP000393.1	2116190	2117215	Tery_1382
CP000393.1	2119924	2120148	Tery_1384
CP000393.1	2121204	2121380	Tery_1386
CP000393.1	2122042	2122728	Tery_1388
CP000393.1	2125397	2125900	Tery_1393
CP000393.1	2130195	2130680	Tery_1398
CP000393.1	2131087	2131248	Tery_1399
CP000393.1	2132736	2132981	Tery_1401
CP000393.1	2133018	2133284	Tery_1402
CP000393.1	2133698	2135026	Tery_1403
CP000393.1	2135723	2135899	Tery_1404
CP000393.1	2139381	2139662	Tery_1409
CP000393.1	2140838	2140963	Tery_1411
CP000393.1	2142671	2142850	Tery_1415
CP000393.1	2149880	2150767	Tery_1419
CP000393.1	2154982	2155371	Tery_1422
CP000393.1	2167779	2168330	Tery_1433
CP000393.1	2169563	2169763	Tery_1434
CP000393.1	2170544	2171125	Tery_1435
CP000393.1	2171224	2171295	Tery_R0009
CP000393.1	2174746	2175996	Tery_1438
CP000393.1	2182028	2182204	Tery_1442
CP000393.1	2196696	2197466	Tery_1453
CP000393.1	2198110	2201106	Tery_1454
CP000393.1	2209262	2209720	Tery_1460
CP000393.1	2212409	2220226	Tery_1462
CP000393.1	2227883	2228242	Tery_1469
CP000393.1	2235212	2236372	Tery_1473
CP000393.1	2238830	2239441	Tery_1475
CP000393.1	2239624	2241048	Tery_1476
CP000393.1	2241952	2242185	Tery_1477
CP000393.1	2242503	2242862	Tery_1478
CP000393.1	2254795	2255298	Tery_1483
CP000393.1	2262896	2263339	Tery_1489
CP000393.1	2263346	2263981	Tery_1490
CP000393.1	2264832	2270045	Tery_1492
CP000393.1	2270596	2270847	Tery_1493
CP000393.1	2270960	2271160	Tery_1494
CP000393.1	2271384	2272046	Tery_1495
CP000393.1	2281661	2283121	Tery_1499
CP000393.1	2284654	2284980	Tery_1501
CP000393.1	2285467	2285946	Tery_1502
CP000393.1	2286427	2286921	Tery_1503
CP000393.1	2288744	2289148	Tery_1505
CP000393.1	2297560	2298819	Tery_1512
CP000393.1	2299624	2300118	Tery_1513
CP000393.1	2304394	2305170	Tery_1516
CP000393.1	2306692	2308485	Tery_1518
CP000393.1	2309270	2309782	Tery_1519
CP000393.1	2317317	2317547	Tery_1527
CP000393.1	2317702	2317824	Tery_1528
CP000393.1	2327021	2328724	Tery_1534
CP000393.1	2329093	2329341	Tery_1535
CP000393.1	2333973	2335067	Tery_1537
CP000393.1	2335843	2336226	Tery_1538
CP000393.1	2336377	2337459	Tery_1539
CP000393.1	2338371	2339288	Tery_1540
CP000393.1	2343203	2347798	Tery_1543
CP000393.1	2348274	2349449	Tery_1544
CP000393.1	2353054	2353818	Tery_1545
CP000393.1	2353916	2359255	Tery_1546
CP000393.1	2359259	2359612	Tery_1547
CP000393.1	2360072	2361457	Tery_1548
CP000393.1	2361896	2362381	Tery_1549
CP000393.1	2373080	2373454	Tery_1554
CP000393.1	2377529	2379259	Tery_1558
CP000393.1	2379271	2381265	Tery_1559
CP000393.1	2384111	2385001	Tery_1561
CP000393.1	2386434	2388755	Tery_1562
CP000393.1	2389695	2390372	Tery_1564
CP000393.1	2390588	2391550	Tery_1565
CP000393.1	2394705	2397167	Tery_1568
