#chromosome	start	end	log2FoldChange
CP000393.1	1712154	1715477	0.7081657520244029
CP000393.1	7320747	7322795	-0.8831850714225699
CP000393.1	5171618	5172202	-0.687432171350597
CP000393.1	359583	361217	0.6588851769799711
CP000393.1	6373903	6374769	1.02241565142325
CP000393.1	7698675	7699313	0.784803896846016
CP000393.1	2687863	2688063	0.9024531080833441
CP000393.1	973082	974287	0.722409694833988
CP000393.1	1715631	1719581	0.9676525321104591
CP000393.1	3861798	3862712	0.49072699842915707
CP000393.1	6468582	6470834	-0.579361846238368
CP000393.1	4637845	4638954	0.421815268279537
CP000393.1	4510029	4510775	0.737418939664025
CP000393.1	5161799	5162062	0.9467388523217891
CP000393.1	5974812	5977262	0.808147205597202
CP000393.1	1562383	1562916	1.22792050993257
CP000393.1	2899102	2902572	-0.8027268531163041
CP000393.1	1312665	1313972	-1.2037880899686102
CP000393.1	7100809	7101771	0.6913652318942378
CP000393.1	7439656	7440087	0.452918980184492
CP000393.1	5158360	5158881	1.34772930861778
CP000393.1	772170	774218	0.7063304065483279
CP000393.1	6106686	6106904	-0.563088352926837
CP000393.1	2508813	2509298	0.6671899931093079
CP000393.1	3353978	3355360	0.725025212728949
CP000393.1	6373632	6373910	1.10202948153303
CP000393.1	3956896	3957825	0.761952217564712
CP000393.1	4384041	4384712	-0.637949135131139
CP000393.1	4835143	4836300	0.5449417647640179
CP000393.1	4576166	4577068	-0.45687972618149103
CP000393.1	7169309	7170043	0.44675496021949895
CP000393.1	4196545	4197528	-0.615006475334541
CP000393.1	6511382	6511732	-0.8963962823308492
CP000393.1	102724	103299	0.556391623635323
CP000393.1	5471840	5472277	-0.900297174172246
CP000393.1	6821260	6822414	0.716173471534431
CP000393.1	5162136	5162609	0.894213485753919
CP000393.1	2902686	2905277	-0.767415865189393
CP000393.1	5285155	5294736	-0.5931482557200749
CP000393.1	5160194	5161171	0.836690694494054
CP000393.1	675849	677618	0.86328905002886
CP000393.1	2416673	2417824	0.39790535565669394
CP000393.1	1076583	1078646	0.6810113645364189
CP000393.1	4986242	4987276	-0.611274210053171
CP000393.1	4774821	4776155	0.7368892766491341
CP000393.1	4174532	4176070	0.540807140905183
CP000393.1	4022248	4023663	-0.3882796126294021
CP000393.1	1172915	1173760	0.7897232964994979
CP000393.1	7704154	7704384	0.6489147245838289
CP000393.1	2294607	2296907	0.33194338302233695
CP000393.1	219182	219649	1.1714583263128
CP000393.1	2493403	2494218	0.314413533440142
CP000393.1	4820301	4822412	0.7716453810975279
CP000393.1	3436077	3437288	-0.536976239965728
CP000393.1	1154358	1157420	0.652048470441812
CP000393.1	6073309	6073470	1.05896019018255
CP000393.1	5053846	5054205	-0.760060306115631
CP000393.1	3976704	3978320	-0.6338296372606079
CP000393.1	682941	683198	0.946527078210621
CP000393.1	6249775	6250944	0.434189605538456
CP000393.1	1359705	1361627	-0.40710639607811205
CP000393.1	4166810	4167943	0.9809576401300709
CP000393.1	3375683	3376036	-1.15829067694807
CP000393.1	2565356	2565520	-0.507866534789102
CP000393.1	1446531	1447538	0.693516389786648
CP000393.1	4170843	4171718	0.407009673771831
CP000393.1	3933902	3935035	0.821778951658763
CP000393.1	6487704	6487964	0.5786917403374661
CP000393.1	7263602	7263862	0.771809524599996
CP000393.1	7051997	7054231	-0.45284451531616904
CP000393.1	285862	287871	-0.732598285152353
CP000393.1	3659573	3659785	-0.9209415522786851
CP000393.1	5229829	5231175	-0.772360160214867
CP000393.1	6549951	6551546	-0.770634102262585
CP000393.1	3489738	3490052	-0.498352727536375
CP000393.1	1942378	1942674	-0.9683818301643391
CP000393.1	4646309	4646422	0.737263650856117
CP000393.1	498095	498529	-0.37957518459452705
CP000393.1	2843174	2843704	-0.3879827696066239
CP000393.1	4655520	4655879	1.13858805849453
CP000393.1	3907419	3909845	0.6252392968677281
CP000393.1	5159483	5159773	0.9290534494804241
CP000393.1	5468356	5468850	0.7517566423250049
CP000393.1	2144836	2145510	0.678634311239411
CP000393.1	4966841	4967251	0.893603437814119
CP000393.1	272764	274590	-0.6332286809237601
CP000393.1	7317337	7317684	0.4986807360836021
CP000393.1	310956	311729	-0.369839044985005
CP000393.1	2711932	2713704	0.6444839292464479
CP000393.1	3376185	3377561	-0.7744176736330721
CP000393.1	4631340	4632689	-1.18417417483427
CP000393.1	4845808	4846593	0.601292122308813
CP000393.1	5918586	5919080	-0.514330056873221
CP000393.1	6484797	6485912	0.726217414897703
CP000393.1	214536	215744	0.448307154241176
CP000393.1	4966377	4966664	0.754316628394111
CP000393.1	6371022	6371294	0.8033041264095991
CP000393.1	3471091	3472485	-0.8477680705478141
CP000393.1	4625247	4626683	-0.715298372048202
CP000393.1	6600206	6601207	-0.867049843887829
CP000393.1	498617	499183	0.653810330749955
CP000393.1	6879044	6879727	0.8325964228358051
CP000393.1	3895366	3898830	-0.4518219189781721
CP000393.1	1760505	1761014	-0.5375929850058689
CP000393.1	1738000	1738806	0.768537074140834
CP000393.1	2415284	2416402	0.5229404763914021
CP000393.1	683916	684992	-0.412288631049225
CP000393.1	3837647	3841321	-0.635203122528812
CP000393.1	5559755	5560525	0.364943088816836
CP000393.1	3859190	3859936	0.727147267237565
CP000393.1	1165895	1167805	0.7979672221726841
CP000393.1	4780564	4781691	0.597772848236745
CP000393.1	4645837	4646220	0.7185314676676279
CP000393.1	1543881	1544885	0.48679124865292
CP000393.1	3346524	3347168	0.49114661074737
CP000393.1	3462170	3462343	-1.05682723217667
CP000393.1	1341178	1343412	1.97312414920064
CP000393.1	1866982	1867335	-0.505537955756516
CP000393.1	5168831	5170021	-0.490800181266779
CP000393.1	5608746	5609231	0.864669098983439
CP000393.1	3650672	3650887	0.690512040415628
CP000393.1	5547340	5548521	0.672151350074677
CP000393.1	666287	669340	-1.64266478056135
CP000393.1	4777278	4778384	0.530421079905141
CP000393.1	7129472	7130017	-0.463424649310766
CP000393.1	931529	932113	0.6143293867075911
CP000393.1	1340262	1340720	1.14066957404101
CP000393.1	4641197	4641652	1.03180519468409
CP000393.1	407544	407945	0.887772675465201
CP000393.1	3919312	3920388	-0.42934829993914003
CP000393.1	7167561	7168823	0.7148383335584121
CP000393.1	2561721	2562938	-0.46409763592827796
CP000393.1	716384	717634	0.474151159442232
CP000393.1	5650391	5652385	-0.40548912643491
CP000393.1	7170231	7171403	0.550952159409584
CP000393.1	4656467	4657330	0.831636951516525
CP000393.1	7703059	7704045	0.6419293505686551
CP000393.1	4964016	4965701	-0.330390130234181
CP000393.1	7707694	7708563	0.38620113996711297
CP000393.1	4656018	4656293	0.741942976736333
CP000393.1	7705715	7705858	0.845517580615212
CP000393.1	4827852	4828892	0.38491978302253405
CP000393.1	1636808	1638328	-0.625330780825054
CP000393.1	4642259	4643077	0.67708190173116
CP000393.1	7336544	7337947	-0.614845724279487
CP000393.1	5173187	5174044	-0.39275610648808895
CP000393.1	679466	679681	0.53473969482539
CP000393.1	56599	56982	-0.392007331218095
CP000393.1	2300636	2301247	0.47220344876384995
CP000393.1	2563253	2564455	-0.427923158870875
CP000393.1	408165	408737	0.965633443505654
CP000393.1	6152058	6153338	0.6473678317582571
CP000393.1	2097863	2098603	0.769390494640165
CP000393.1	1881938	1882150	-0.836986148334028
CP000393.1	1561195	1561689	0.816344374103937
CP000393.1	669642	675599	0.826794604564677
CP000393.1	1137030	1138022	0.590354882172368
CP000393.1	262379	262978	-0.688392324419004
CP000393.1	5273214	5274002	0.64859235414869
CP000393.1	1138145	1139647	0.56990763222455
CP000393.1	2713791	2714810	0.623536738534197
CP000393.1	6897392	6900367	-0.655909867911895
CP000393.1	311780	312592	-0.39874386560723796
CP000393.1	5401277	5401999	0.7044410708196659
CP000393.1	6284592	6284990	-0.511244013197803
CP000393.1	4319925	4320788	0.513257116994111
CP000393.1	7704492	7705079	0.752816317379856
CP000393.1	3487893	3488798	-0.380977789136334
CP000393.1	4564109	4566127	0.577967582302405
CP000393.1	3031977	3033209	-0.7887972124987941
CP000393.1	2427881	2428261	-0.529408879601221
CP000393.1	3321810	3322571	-0.510614673027344
CP000393.1	4657692	4658330	0.7337205062997579
CP000393.1	230297	232696	-0.334190020733654
CP000393.1	2695073	2697295	-0.32737055566714196
CP000393.1	2517954	2520014	-1.3007887918054999
CP000393.1	2048695	2049441	-0.30324187075604
CP000393.1	6765304	6766785	0.56805489475527
CP000393.1	2580918	2581874	0.5394860765358429
CP000393.1	4624227	4625204	-0.8754313398505831
CP000393.1	2767705	2769240	0.33599246237469504
CP000393.1	5951160	5951471	0.43545947619883
CP000393.1	66565	67806	0.40772065218294107
CP000393.1	2495162	2495653	0.8692395758866759
CP000393.1	6740260	6740658	-0.5825187077567769
CP000393.1	4375465	4376610	0.527588893538532
CP000393.1	5609420	5609905	1.01526065224069
CP000393.1	4072395	4074116	-0.8227908956741721
CP000393.1	5254572	5256005	-0.544235540370858
CP000393.1	411770	411994	-0.448538009848825
CP000393.1	4657397	4657702	0.790230538120683
CP000393.1	7219548	7220354	-0.47747932731311604
CP000393.1	4566590	4569898	0.533995248794991
CP000393.1	4644681	4645076	0.721399382910668
CP000393.1	2117278	2119272	0.37500950196160204
CP000393.1	3819627	3823592	-0.592016684984219
CP000393.1	5256465	5256788	-0.46152252848984004
CP000393.1	6758620	6759363	0.445998657628066
CP000393.1	2486145	2488037	0.450317454190623
CP000393.1	4181555	4182106	0.422045641090052
CP000393.1	6926028	6926552	-0.41796891222664295
CP000393.1	3468868	3469581	-0.542284944966564
CP000393.1	3751594	3753021	0.268776550823472
CP000393.1	3863541	3864278	0.386337104429873
CP000393.1	2579163	2579600	1.2500872709281698
CP000393.1	572415	573554	-0.461881859055354
CP000393.1	6159015	6160403	0.285881946093774
CP000393.1	2738086	2739255	0.614893405131217
CP000393.1	412296	412368	-1.06360600356625
CP000393.1	4643190	4643540	0.7387966180871941
CP000393.1	6122133	6124808	0.415778589893545
CP000393.1	3143842	3144279	1.20067878213826
CP000393.1	595024	595416	-0.526542177908386
CP000393.1	3933098	3933889	0.8708175819059449
CP000393.1	2958689	2958859	-0.550204059261027
CP000393.1	4653896	4654144	0.766992735942567
CP000393.1	1638481	1638831	-0.674020617517571
CP000393.1	5659327	5660199	0.364428394258014
CP000393.1	3568686	3568985	-0.644785664183895
CP000393.1	3106781	3107587	-0.458038544734027
CP000393.1	4218705	4220324	-0.413230035168126
CP000393.1	5128555	5130444	-0.393332708954719
CP000393.1	1561761	1562300	0.7094701697999329
CP000393.1	5204319	5205416	-0.520902995751745
CP000393.1	2586415	2586891	-0.484375151393819
CP000393.1	6072050	6073291	0.667746131169229
CP000393.1	3130221	3131225	0.360679996689322
CP000393.1	7176127	7178343	0.6739004916314599
CP000393.1	5946968	5948986	0.545620254500451
CP000393.1	6791736	6793166	0.702858838738771
CP000393.1	3927722	3928495	0.793747417416568
CP000393.1	411099	411773	-0.27105179495395804
CP000393.1	7666501	7668621	0.482850471727786
CP000393.1	5275996	5276295	0.435386600904936
CP000393.1	7709436	7709954	0.888035961925043
CP000393.1	166446	167438	0.630044986692592
CP000393.1	2193828	2195204	-0.607426536305794
CP000393.1	4643691	4644656	0.50605827487553
CP000393.1	5726339	5727826	0.35297093369599397
CP000393.1	6118318	6119784	-0.4310178475248761
CP000393.1	7480163	7481179	0.49382233718685997
CP000393.1	5264342	5265040	-0.420944029970642
CP000393.1	760873	770310	0.33639707974731103
CP000393.1	1559925	1560536	0.5055084578833421
CP000393.1	7613119	7615794	-0.596661750022063
CP000393.1	4108473	4109852	-0.410887259597825
CP000393.1	1163597	1164763	-0.459193881680661
CP000393.1	1864279	1864839	-0.9952727254197891
CP000393.1	2815610	2815726	-0.503784805108725
CP000393.1	7178626	7180887	0.564753896319352
CP000393.1	5927248	5928693	-0.43681278388589395
CP000393.1	1547518	1548006	0.5828364487461271
CP000393.1	4336625	4337872	-0.416005020150367
CP000393.1	3650114	3650326	0.45441661967293606
CP000393.1	4415949	4417862	0.37816428955650894
CP000393.1	5945002	5945916	0.405901650030944
CP000393.1	6392294	6392974	-0.3606266335934529
CP000393.1	6372687	6372878	0.9093053989911128
CP000393.1	7228305	7229447	0.344154092091206
CP000393.1	2258640	2260478	0.280275643754063
CP000393.1	7464514	7465014	-0.93579084610128
CP000393.1	2821588	2825619	-0.5632849454097459
CP000393.1	680792	682300	0.613311308175275
CP000393.1	7708849	7709337	0.610620410715255
CP000393.1	6692391	6692939	0.557194657225695
CP000393.1	2001473	2001790	-0.34731907538426304
CP000393.1	1067190	1067384	-0.937522488250978
CP000393.1	4658353	4659036	0.6970605942892281
CP000393.1	3702494	3702724	-0.7002154944381429
CP000393.1	4808487	4810391	-0.443559449207383
CP000393.1	4669023	4669628	0.47241713546471603
CP000393.1	5400781	5401284	0.4271451399820329
CP000393.1	7226398	7227804	0.5171723950280921
CP000393.1	3631292	3631852	-0.5814640895006529
CP000393.1	4654735	4655463	0.7695764240570531
CP000393.1	6553976	6555010	-0.43391430965108
CP000393.1	5852521	5852592	-1.4951109802858302
CP000393.1	4057414	4058691	-0.49544022420259104
CP000393.1	7706972	7707616	0.34161258719552395
CP000393.1	7727163	7728194	0.31451550185486
CP000393.1	678196	678477	0.607690248151078
CP000393.1	1692630	1693406	0.525465399371517
CP000393.1	5482056	5482604	0.454727621785245
CP000393.1	6790587	6790922	0.519590068879384
CP000393.1	2494722	2494847	0.417640637887806
CP000393.1	1330521	1331741	0.530436036056787
CP000393.1	2840104	2841153	0.610726759679551
CP000393.1	861724	862257	-0.287020839202897
CP000393.1	6066114	6067544	0.5445431585718821
CP000393.1	2697763	2701785	-0.740611521574335
CP000393.1	2419308	2419811	-0.707263954746749
CP000393.1	4062549	4063715	0.626289326035298
CP000393.1	4192357	4195296	-0.38016864183512
CP000393.1	3483225	3484160	-0.43293117157955696
CP000393.1	2872909	2873547	0.686005445153977
CP000393.1	220187	220516	0.545717530540654
CP000393.1	5747003	5747629	0.38261746176584294
CP000393.1	1175476	1177374	0.4397057038483079
CP000393.1	3633780	3635186	0.5978293713865489
CP000393.1	4252779	4253852	-0.226669063123114
CP000393.1	4543239	4544114	-0.593761120931413
CP000393.1	2166252	2167331	-0.9818892793802629
CP000393.1	5206814	5208517	-0.298039535582026
CP000393.1	2753595	2754209	0.32330998583644505
CP000393.1	294279	294905	-0.35433143158710395
CP000393.1	247846	248388	0.263318102030154
CP000393.1	6526291	6529743	0.296626905809308
CP000393.1	6350462	6351073	0.476676580244466
CP000393.1	3836241	3836726	-0.6235853691609029
CP000393.1	6902230	6903477	-0.32844109893628803
CP000393.1	2155551	2157032	-0.46338239544709203
CP000393.1	6844980	6845864	0.39306447668774797
CP000393.1	1337820	1338695	0.6486636306796129
CP000393.1	2409951	2410151	-0.5708460625197739
CP000393.1	5563176	5563982	-0.464927833690287
CP000393.1	6363768	6364736	-0.304582853306242
CP000393.1	92879	93088	-0.574331322501204
CP000393.1	1654059	1655711	-0.42706043368564295
CP000393.1	3101583	3102569	-0.30901179021959396
CP000393.1	5401990	5402397	0.532360030120231
CP000393.1	7668698	7669057	0.5546288618540649
CP000393.1	7027790	7028110	-0.667385683591251
CP000393.1	3204998	3206956	-0.5918023707728679
CP000393.1	438503	439606	0.5547289567982939
CP000393.1	645965	646633	-0.6351442485794762
CP000393.1	1782421	1783974	0.353234307919972
CP000393.1	986538	987218	-0.41233421487816996
CP000393.1	6052171	6053007	0.568880468142806
CP000393.1	2315772	2316473	0.34154997367295103
CP000393.1	3427838	3428782	0.490224108310614
CP000393.1	2706719	2707417	-0.422662484720779
CP000393.1	4478487	4479398	-0.4735540613235229
CP000393.1	7089184	7089957	0.504538571305262
CP000393.1	6893345	6893734	-0.492733236712052
CP000393.1	3849056	3849985	0.760413219656823
CP000393.1	4199215	4200150	-0.30406175170772104
CP000393.1	1917668	1919488	-0.40675164517307105
CP000393.1	3698168	3699247	-0.28421172711447196
CP000393.1	5419868	5420236	-0.377615495766562
CP000393.1	5052127	5053260	-0.43764110233918896
CP000393.1	1824405	1824599	-0.4477133326751
CP000393.1	692630	693079	-0.36548766263902
CP000393.1	3481790	3483193	-0.427201266947579
CP000393.1	5011083	5015132	-0.531955754523969
CP000393.1	6104408	6104557	-0.603371145122729
CP000393.1	149231	150202	0.6039540262386011
CP000393.1	7130062	7130967	-0.3052586472003
CP000393.1	4726162	4726524	-0.39669567156906704
CP000393.1	3430009	3431526	0.5025675392701839
CP000393.1	2451467	2452744	-0.35396616130854
CP000393.1	7302434	7303252	0.462098391829206
CP000393.1	317874	319187	-0.37607749948360497
CP000393.1	1548092	1548631	0.795356953116282
CP000393.1	7258754	7260103	0.275778025848907
CP000393.1	3769757	3770728	0.483403480981243
CP000393.1	3263487	3265649	-0.272207636679027
CP000393.1	3484318	3484539	-0.34414310475133897
CP000393.1	2659750	2660862	0.570032090971238
CP000393.1	6682448	6683443	0.455747635847344
CP000393.1	1144783	1145628	0.30884866520118703
CP000393.1	555242	555889	-0.5174704600358411
CP000393.1	4640199	4640471	0.406688539018567
CP000393.1	5382588	5383016	0.427761943527036
CP000393.1	289976	291565	-0.270454805612502
CP000393.1	3370639	3371970	-0.420752899968448
CP000393.1	1709719	1711734	0.5095304423613339
CP000393.1	2424735	2427869	-0.527074030138147
CP000393.1	3422919	3424724	0.458172733094274
CP000393.1	3344106	3344369	-0.474881058219544
CP000393.1	6108569	6108925	0.3620279759190971
CP000393.1	3433474	3433719	0.5277316476173279
CP000393.1	2872171	2872839	0.802149017921186
CP000393.1	3325010	3325507	-0.26980817038592103
CP000393.1	5142563	5143429	-0.42407493344774894
CP000393.1	7305070	7305693	0.5822933542700071
CP000393.1	4228935	4232294	-0.42843281532501704
CP000393.1	5260646	5260837	-0.393005097030941
CP000393.1	955607	957274	0.266717306039119
CP000393.1	2364599	2368258	-0.37962544648744
CP000393.1	6170197	6170278	-1.78927262310172
CP000393.1	1011270	1011488	0.310701678684349
CP000393.1	3272360	3272947	-0.329097918039275
CP000393.1	1060928	1062169	-0.48668980499104103
CP000393.1	7028526	7029737	-0.34779810217985496
CP000393.1	2618665	2620149	-0.42588298650854295
CP000393.1	2291951	2292667	0.18988513276668803
CP000393.1	7743289	7743768	-0.7653136814044559
CP000393.1	275667	276845	-0.51327635403686
CP000393.1	2138782	2139186	0.304412823890505
CP000393.1	5055023	5057077	-0.355916504629081
CP000393.1	6731613	6732389	-0.387030119334541
CP000393.1	2956694	2956987	0.33810535185153806
CP000393.1	4650442	4650804	0.6111409570512171
CP000393.1	7236889	7237209	-0.495776224547119
CP000393.1	2160042	2160473	-0.6811514518097609
CP000393.1	7315951	7317012	-0.420890692550626
CP000393.1	725804	726748	-0.6300148143064871
CP000393.1	9478	9756	0.8112036634057479
CP000393.1	4654148	4654561	0.7054284209451608
CP000393.1	3134655	3135641	-0.23042526846141398
CP000393.1	7000589	7001437	-0.49129093244136796
CP000393.1	6279994	6281409	0.3781440102178379
CP000393.1	1299130	1299747	-0.636262683972913
CP000393.1	7088372	7089187	0.6030873673404009
CP000393.1	1344655	1344795	-0.595579328431812
CP000393.1	591650	592441	0.536337069504596
CP000393.1	4143820	4144854	0.505151398901872
CP000393.1	2159601	2159990	-0.7406096090217641
CP000393.1	1339201	1339905	0.577622305554098
CP000393.1	3341786	3342769	-0.29425109755020895
CP000393.1	5195561	5196652	-0.251693378102623
CP000393.1	7227801	7228094	0.529777397401944
CP000393.1	4535777	4537462	0.286666121762106
CP000393.1	989491	989970	0.367644800850161
CP000393.1	4649017	4649502	0.5827004998537889
CP000393.1	2857816	2859453	-0.35796083561257896
CP000393.1	6668444	6668674	-0.511009746463189
CP000393.1	4165263	4166156	0.332387164793185
CP000393.1	2741028	2741822	0.455538877714379
CP000393.1	337202	338224	0.42446566259080604
CP000393.1	4591987	4592442	-0.69148603678012
CP000393.1	4164431	4165150	0.399286884820309
CP000393.1	6294635	6294895	-0.34430901210455
CP000393.1	4837154	4838047	0.277932296854674
CP000393.1	5449090	5449776	-0.450931818044511
CP000393.1	6433229	6433684	-0.33923890766327097
CP000393.1	2417922	2418422	-0.319886057210226
CP000393.1	2491379	2492803	0.301426300437835
CP000393.1	3296981	3298258	0.480295371697285
CP000393.1	3399033	3399167	-0.44484438199888
CP000393.1	6873870	6874376	0.603629775353014
CP000393.1	7284210	7286588	0.5670353530374411
CP000393.1	3310984	3311595	-0.44411222183451793
CP000393.1	4652002	4652547	0.668582277616415
CP000393.1	6087348	6090377	-0.466505300763361
CP000393.1	6433677	6434147	-0.34499617594331505
CP000393.1	6085669	6086754	-0.5956622403022329
CP000393.1	4653015	4653383	0.652334671917974
CP000393.1	2788062	2788973	-0.517362480228586
CP000393.1	4468895	4469809	-0.24577644678955302
CP000393.1	7025685	7026989	-0.379273712540356
CP000393.1	4647560	4648900	0.395845718995427
CP000393.1	7530485	7531666	-0.409082938100504
CP000393.1	4380083	4380964	-0.320178884507424
CP000393.1	2257131	2258564	0.31617001101134
CP000393.1	562495	563130	0.518344391551933
CP000393.1	4277465	4282600	-0.39823620668038107
CP000393.1	3799246	3803691	0.41151607190161793
CP000393.1	4652647	4653015	0.6531363240720389
CP000393.1	6402830	6403105	0.557258759253605
CP000393.1	7057924	7058847	-0.24929686630484701
CP000393.1	7514525	7514839	0.33958057374231004
CP000393.1	1768286	1768873	0.45381332661331897
CP000393.1	2221744	2222886	-0.45478075380839794
CP000393.1	4180082	4181143	-0.323057151012109
CP000393.1	6483495	6484394	0.381461799191954
CP000393.1	7085314	7086315	0.310081937251178
CP000393.1	449414	450586	0.282814807811965
CP000393.1	926399	927370	-0.265081456562554
CP000393.1	4748804	4749043	-0.4907164171026961
CP000393.1	6049362	6049724	-0.418371187779803
CP000393.1	6155479	6156912	-0.29361711885258895
CP000393.1	7462209	7462706	-0.38679292363415896
CP000393.1	3524520	3528161	0.35776446948531104
CP000393.1	1886638	1888128	-0.39184318238683796
CP000393.1	5419224	5419640	-0.506232766650261
CP000393.1	1343707	1343889	1.17791421464439
CP000393.1	3792558	3792654	0.655210542660153
CP000393.1	6136937	6138085	0.291497468616677
CP000393.1	6362652	6363701	-0.309812969474251
CP000393.1	7364470	7365378	-0.486136736090056
CP000393.1	3855819	3857666	0.26884602997174395
CP000393.1	5712913	5713839	0.24247879570304104
CP000393.1	5802383	5802817	0.44626166074983903
CP000393.1	7600850	7602076	0.526958405336713
CP000393.1	1790156	1791298	0.24374160490053895
CP000393.1	1139656	1141056	0.399496828407567
CP000393.1	82492	84570	0.307527359614651
CP000393.1	3657638	3658300	-0.372416670216071
CP000393.1	2754328	2755920	0.331711984703235
CP000393.1	486705	488087	0.39823146437013895
CP000393.1	4479399	4479650	-0.33809384475018
CP000393.1	4937986	4938924	-0.350538004985912
CP000393.1	5512695	5513135	0.38589248612622795
CP000393.1	3417970	3418620	0.22240313056820898
CP000393.1	6064632	6065948	0.42596614001062105
CP000393.1	410674	411099	-0.24837590958631697
CP000393.1	4712276	4713025	-0.36374391253137395
CP000393.1	513120	513839	0.54161516300232
CP000393.1	1824692	1825762	-0.178219271878732
CP000393.1	4273670	4274851	0.41550514607091205
CP000393.1	5919177	5920268	-0.357753994356119
CP000393.1	4089736	4090710	0.319809585397902
CP000393.1	1772579	1773457	-0.195848034798124
CP000393.1	7674878	7675243	0.40819409713596394
CP000393.1	771178	771813	0.510531671728704
CP000393.1	7671984	7672586	0.506724764109262
CP000393.1	3152928	3153203	0.579136479149007
CP000393.1	3784198	3785514	0.38044765058386604
CP000393.1	4982580	4983797	-0.355776003600935
CP000393.1	6342797	6343378	0.33570647638340007
CP000393.1	4653504	4653755	0.687219122799543
CP000393.1	4455685	4458183	-0.244842175710219
CP000393.1	4161767	4162180	0.528278708526011
CP000393.1	844596	845066	-0.273377950446193
CP000393.1	2150970	2151116	-0.734057314270999
CP000393.1	6533207	6535552	-0.263293999531001
CP000393.1	4172628	4172993	-0.24512136536171303
CP000393.1	7319934	7320278	-0.6665653450384089
CP000393.1	5574671	5575789	-0.20038615053568198
CP000393.1	5949949	5950287	0.43610821401235295
CP000393.1	523930	524292	0.373585466537883
CP000393.1	1815804	1818287	0.264581317768554
CP000393.1	1867440	1868705	-0.44085356767762296
CP000393.1	4508879	4509457	0.394164929022009
CP000393.1	3343071	3343733	-0.347552351691664
CP000393.1	804736	805560	0.309849720768192
CP000393.1	2708761	2709930	-0.444243881594159
CP000393.1	7369774	7370706	-0.248775065311441
CP000393.1	165274	166119	0.41004673915766404
