#chromosome	start	end	padj
CP000393.1	3248488	3248709	0.00012649055465193998
CP000393.1	129597	129836	0.00018605999728498
CP000393.1	7413757	7414683	0.00022164865593479199
CP000393.1	3599249	3599467	0.000263011283171875
CP000393.1	4759501	4759875	0.000290862140241851
CP000393.1	6416012	6417022	0.00040750119548901
CP000393.1	6234655	6236352	0.000419391788630718
CP000393.1	5241202	5242893	0.000431282086974624
CP000393.1	3490104	3490517	0.00044083142859515994
CP000393.1	146668	146931	0.0006111386110440651
CP000393.1	1066433	1066786	0.000676631084638612
CP000393.1	3457034	3458482	0.000692304219051278
CP000393.1	6305555	6305845	0.000694741639851446
CP000393.1	3326951	3327271	0.000737037046415521
CP000393.1	7597822	7598313	0.000737037046415521
CP000393.1	1531676	1533391	0.000842321606489888
CP000393.1	5476434	5477198	0.000980977130583093
CP000393.1	6949035	6949877	0.0009902113582773231
CP000393.1	4753670	4755760	0.00117192969556714
CP000393.1	289075	289680	0.00127660135598526
CP000393.1	131093	131992	0.00134933160298029
CP000393.1	2499307	2499843	0.00136509598747033
CP000393.1	6389619	6389930	0.00157636677511776
CP000393.1	3489228	3489707	0.00162747582829533
CP000393.1	1880411	1881139	0.00164952671286927
CP000393.1	959820	960812	0.00168967471419078
CP000393.1	966890	968791	0.00169998026425266
CP000393.1	4760789	4761421	0.00189800454483707
CP000393.1	2113589	2114314	0.00217332065018362
CP000393.1	3556071	3556703	0.00232390965849161
CP000393.1	3142781	3143446	0.00249278531597017
CP000393.1	659042	662110	0.00249439977368598
CP000393.1	304605	306062	0.0025377806590584197
CP000393.1	4182225	4183586	0.00263027060397266
CP000393.1	5282994	5284496	0.00263868564456702
CP000393.1	5963776	5964636	0.00295189115293223
CP000393.1	2447515	2447886	0.002986278261363
CP000393.1	4761458	4762408	0.00309379601823213
CP000393.1	3015717	3016298	0.0030964806975937
CP000393.1	6895590	6896672	0.00330042977542689
CP000393.1	756838	757155	0.0033324231560504397
CP000393.1	4752782	4753627	0.0033389337003757397
CP000393.1	209440	210882	0.0034207717022875102
CP000393.1	5216566	5217576	0.0035519985920265205
CP000393.1	3975715	3976170	0.0037000596619885797
CP000393.1	7066918	7068804	0.00381554529861361
CP000393.1	461870	463597	0.0039586106792284395
CP000393.1	3914490	3914915	0.0039586106792284395
CP000393.1	4402324	4402839	0.0040396407960938295
CP000393.1	4065176	4065517	0.0042235825477164105
CP000393.1	2677085	2678728	0.00432860664045179
CP000393.1	3605596	3605820	0.0044708921313965705
CP000393.1	3456683	3456907	0.0047361121035522
CP000393.1	4929944	4931611	0.00527896742872709
CP000393.1	1180763	1180939	0.00539156038325354
CP000393.1	2546360	2547577	0.00559309395971962
CP000393.1	7161688	7162569	0.00575668123043616
CP000393.1	6837740	6838732	0.0058828606357887
CP000393.1	6303539	6304093	0.00592181219940616
CP000393.1	7726233	7726496	0.00598823535863294
CP000393.1	4468062	4468880	0.0065033931362103795
CP000393.1	3609064	3609378	0.00661729743185447
CP000393.1	1447844	1448134	0.0067584608866042605
CP000393.1	6569656	6570324	0.006768081495429221
CP000393.1	2115235	2116080	0.0071453669256584095
CP000393.1	268161	269534	0.0075675922224138
CP000393.1	2650665	2652191	0.008135642443645641
CP000393.1	4752054	4752290	0.00820667126237275
CP000393.1	4760034	4760792	0.00820667126237275
CP000393.1	6968568	6970028	0.00842735488427406
CP000393.1	6492220	6494697	0.00852786106802402
CP000393.1	4755891	4756787	0.00883869320374697
CP000393.1	1112418	1112711	0.00912335661557268
CP000393.1	5240690	5241010	0.00946164153719108
CP000393.1	2841315	2842685	0.0101162637559512
CP000393.1	6041834	6042592	0.0101162637559512
CP000393.1	362733	362966	0.0107605701902917
CP000393.1	751967	752341	0.0109576618810361
CP000393.1	954378	954875	0.0111560751716541
CP000393.1	1907660	1907941	0.0111560751716541
CP000393.1	2795958	2797253	0.0111560751716541
CP000393.1	7616499	7616936	0.0118091962766376
CP000393.1	3554368	3554751	0.0119059177331502
CP000393.1	1522901	1523875	0.0124512782415035
CP000393.1	3700312	3701214	0.0128664354972219
CP000393.1	4890616	4891140	0.0135122162212384
CP000393.1	7576289	7576849	0.0135122162212384
CP000393.1	1555350	1556627	0.0135380987616454
CP000393.1	6219304	6219525	0.0139274221043363
CP000393.1	5705712	5706707	0.0144860642841277
CP000393.1	5826805	5828340	0.0148503436503465
CP000393.1	1128295	1129281	0.0152636440019226
CP000393.1	6871127	6871543	0.0152636440019226
CP000393.1	5699408	5700592	0.0157584872059814
CP000393.1	499291	499899	0.0161338278281893
CP000393.1	1281381	1282022	0.0163244086952783
CP000393.1	2465013	2465300	0.0165592812683276
CP000393.1	4757984	4759504	0.0166459492701264
CP000393.1	7551993	7553351	0.0166459492701264
CP000393.1	752459	752929	0.0167019555509704
CP000393.1	4756817	4757791	0.0168654674072473
CP000393.1	6773251	6774537	0.0174775295135659
CP000393.1	3727114	3727506	0.0177758670121258
CP000393.1	6331607	6332476	0.0187103181130849
CP000393.1	5940562	5942922	0.0187580022732956
CP000393.1	330834	331637	0.0191843656419311
CP000393.1	3513238	3514542	0.0192964263401241
CP000393.1	945800	947590	0.0205463814947079
CP000393.1	4068935	4069144	0.0207220289111294
CP000393.1	3775803	3776918	0.0210215821347298
CP000393.1	2384111	2385001	0.0211117280463212
CP000393.1	7577442	7579460	0.022117750358877995
CP000393.1	1585964	1586881	0.0224311273639492
CP000393.1	4409176	4409979	0.0227940421749669
CP000393.1	5922960	5923469	0.0231356803471186
CP000393.1	4041422	4043224	0.0242529344897708
CP000393.1	6605914	6606933	0.0252072722811619
CP000393.1	6775860	6776873	0.0252072722811619
CP000393.1	130201	130701	0.025413529437477003
CP000393.1	1635756	1636112	0.025444343543102998
CP000393.1	221200	222018	0.0259642301506215
CP000393.1	5800918	5801685	0.0259642301506215
CP000393.1	3119527	3120756	0.0282819008948367
CP000393.1	2876141	2876497	0.0287838550755537
CP000393.1	7207628	7208401	0.0289677478443202
CP000393.1	4257314	4258822	0.0289923357101026
CP000393.1	553419	553976	0.029503657497200002
CP000393.1	2877278	2877805	0.0301529586741817
CP000393.1	1551310	1552242	0.0303303788624501
CP000393.1	5308927	5312454	0.0303986759420115
CP000393.1	1483210	1487364	0.0309454631797242
CP000393.1	2343203	2347798	0.0314044732630223
CP000393.1	1247396	1248022	0.031824559547329
CP000393.1	6551969	6552832	0.0318758682381624
CP000393.1	7275614	7276594	0.0318758682381624
CP000393.1	7196482	7196748	0.0327929980735954
CP000393.1	4205707	4206015	0.0338340320186083
CP000393.1	251672	251941	0.0339241874094362
CP000393.1	7334407	7335060	0.0339241874094362
CP000393.1	4134327	4134872	0.0349066773394231
CP000393.1	638761	639687	0.03519753944671201
CP000393.1	2834594	2835112	0.0355562420619061
CP000393.1	1130508	1131227	0.0359449980432456
CP000393.1	4155526	4156023	0.0360261698941351
CP000393.1	1131311	1132216	0.0366260159847026
CP000393.1	5855340	5856146	0.0366260159847026
CP000393.1	3598479	3598706	0.0368970803883181
CP000393.1	3391278	3392735	0.0377007916302921
CP000393.1	1317053	1317484	0.0381033413841349
CP000393.1	5860953	5861303	0.0386100280541811
CP000393.1	1579082	1580158	0.0399447428657405
CP000393.1	3914905	3915333	0.0406442406232506
CP000393.1	829610	830479	0.0428791014237287
CP000393.1	217777	218829	0.0432384911455808
CP000393.1	3518190	3519542	0.0432384911455808
CP000393.1	789431	789865	0.0435188767119572
CP000393.1	3302074	3303507	0.0439474647443462
CP000393.1	796283	797596	0.04459682809320901
CP000393.1	6767366	6769438	0.0449701020983136
CP000393.1	1505693	1507246	0.0449866242427654
CP000393.1	2875914	2876111	0.0449866242427654
CP000393.1	3108044	3108772	0.0451490849665721
CP000393.1	963524	966562	0.0455029696423554
CP000393.1	1581744	1581953	0.0455029696423554
CP000393.1	2502022	2502573	0.0455029696423554
CP000393.1	3207590	3209005	0.0484214193214216
CP000393.1	6010625	6011098	0.0484466219057208
CP000393.1	2281661	2283121	0.0486892867546478
CP000393.1	549606	550889	0.0493531028757248
CP000393.1	3333233	3333715	0.049695815428986996
CP000393.1	1519889	1521130	0.0497290406006973
CP000393.1	2829172	2830107	0.0498816490456701
CP000393.1	6626753	6630622	0.0498816490456701
CP000393.1	2865789	2866631	0.0505809719822519
CP000393.1	3560276	3560788	0.0507325562411806
CP000393.1	1635210	1635488	0.051402189561662
CP000393.1	7317742	7319271	0.051402189561662
CP000393.1	5459828	5462536	0.0515999408237983
CP000393.1	6057143	6057424	0.0519378198546786
CP000393.1	3916659	3917072	0.0527919603079897
CP000393.1	6872163	6873455	0.0528089639387766
CP000393.1	7624222	7625325	0.0529203822390588
CP000393.1	6113981	6115432	0.0536781152541979
CP000393.1	1284063	1284626	0.0538456951035556
CP000393.1	7160786	7161196	0.0538456951035556
CP000393.1	7684705	7685292	0.0538456951035556
CP000393.1	27	1397	0.0541251139687816
CP000393.1	2607210	2608274	0.0543464396181834
CP000393.1	2981514	2983919	0.0543520648206632
CP000393.1	2111352	2111582	0.0556606000425214
CP000393.1	1195939	1197330	0.0556762770960847
CP000393.1	1264286	1265392	0.0560962996446633
CP000393.1	1580492	1581229	0.0570284712956851
CP000393.1	5091101	5092510	0.0572393018670776
CP000393.1	5716920	5717138	0.057302905241152
CP000393.1	2359259	2359612	0.0576447561095626
CP000393.1	6291504	6293252	0.0578428350609575
CP000393.1	7163889	7166000	0.0580259745888917
CP000393.1	2798463	2799458	0.0586542011050376
CP000393.1	3893600	3894544	0.0590745232072573
CP000393.1	5189811	5191265	0.0592518342468476
CP000393.1	436168	437337	0.0598232932120741
CP000393.1	5615206	5616423	0.0598232932120741
CP000393.1	720211	720456	0.0609877147278802
CP000393.1	5413207	5414829	0.0609877147278802
CP000393.1	4800164	4800823	0.0610518887381857
CP000393.1	5992847	5994253	0.0610518887381857
CP000393.1	3647884	3649884	0.0622242015495085
CP000393.1	6795230	6797050	0.0627180438155983
CP000393.1	440975	442579	0.0632282408937039
CP000393.1	3915682	3916635	0.0632282408937039
CP000393.1	5345978	5346340	0.0632983515216243
CP000393.1	1957008	1957391	0.0648365616972265
CP000393.1	3519633	3520676	0.06554437865349501
CP000393.1	4322987	4323466	0.0656149193221511
CP000393.1	5104602	5105507	0.0659562844255823
CP000393.1	6434528	6435391	0.0660210340151729
CP000393.1	3162986	3165187	0.0664901363789481
CP000393.1	7381867	7383324	0.0672579369828711
CP000393.1	4472264	4472923	0.0673724379648327
CP000393.1	3414061	3414966	0.0678636087277428
CP000393.1	5040182	5040490	0.0684304381845817
CP000393.1	2017345	2018265	0.068915575698767
CP000393.1	988174	989139	0.069411806939554
CP000393.1	3844799	3848818	0.069411806939554
CP000393.1	1205759	1206085	0.0709107542133289
CP000393.1	1232220	1233944	0.0713455278762117
CP000393.1	2169563	2169763	0.0713455278762117
CP000393.1	797861	798013	0.0726964220042736
CP000393.1	7612359	7612811	0.0726964220042736
CP000393.1	1567748	1568413	0.0732109648122785
CP000393.1	2006188	2006691	0.0738743267923334
CP000393.1	2984383	2985750	0.0744750018345609
CP000393.1	3728329	3731952	0.0747253311720093
CP000393.1	7548844	7549995	0.0754098810509009
CP000393.1	1194175	1195599	0.0758245205740585
CP000393.1	2742065	2743078	0.0758245205740585
CP000393.1	6940571	6944248	0.0758245205740585
CP000393.1	3604202	3605137	0.0761583454420494
CP000393.1	4186226	4186903	0.0761689227435456
CP000393.1	6921042	6922430	0.0763413340627442
CP000393.1	3616506	3617300	0.0766636749112601
CP000393.1	2104828	2106021	0.0767133424207424
CP000393.1	4303655	4305139	0.0769456045980676
CP000393.1	5116118	5118019	0.0770103977306699
CP000393.1	755363	756592	0.0776373576192827
CP000393.1	5391012	5394998	0.07803380552730702
CP000393.1	3279184	3279256	0.0783692423860493
CP000393.1	4473756	4474022	0.0783692423860493
CP000393.1	5196897	5198582	0.0787779709873377
CP000393.1	6420124	6421143	0.0788413723482809
CP000393.1	5094327	5095154	0.0791551056011083
CP000393.1	277765	279303	0.0792184407290976
CP000393.1	551971	553365	0.0805739356670618
CP000393.1	1173852	1174931	0.0812495527024257
CP000393.1	48918	49433	0.0812762763172595
CP000393.1	5082229	5083074	0.0818459917857136
CP000393.1	6682093	6682311	0.0820576903544228
CP000393.1	969256	972612	0.0821669107207447
CP000393.1	2471985	2472380	0.0821669107207447
CP000393.1	4534599	4535207	0.0821669107207447
CP000393.1	2472625	2472906	0.0823763984260603
CP000393.1	3638104	3639891	0.0827102912985324
CP000393.1	1416502	1418502	0.0831816532232508
CP000393.1	7163040	7163369	0.0835131756202651
CP000393.1	2718049	2719035	0.0856521390946541
CP000393.1	263727	264146	0.0875841889693053
CP000393.1	2966800	2970414	0.0879834138121491
CP000393.1	510841	512151	0.0882286237202488
CP000393.1	98280	99698	0.0905634942345783
CP000393.1	3280098	3280170	0.09093149350959698
CP000393.1	1102446	1102814	0.090963705522925
CP000393.1	7432472	7432852	0.090963705522925
CP000393.1	6013774	6014322	0.0917570273490834
CP000393.1	3600515	3601087	0.0922123888884791
CP000393.1	3246669	3247730	0.0941220809864369
CP000393.1	3901498	3903078	0.0942149468844557
CP000393.1	5854217	5855305	0.0943100629277084
CP000393.1	2955814	2955895	0.0957758097557136
CP000393.1	7277652	7278023	0.0959550842238224
CP000393.1	7107744	7112276	0.0968236818374871
CP000393.1	5632783	5633388	0.0978447629450618
CP000393.1	824434	825072	0.0988448895871144
CP000393.1	2338371	2339288	0.0993961767584249
CP000393.1	2845482	2845925	0.0995727382090075
CP000393.1	1070417	1073758	0.100339665490305
CP000393.1	2987968	2989605	0.10144181734080901
CP000393.1	4270484	4270948	0.10201059650594199
CP000393.1	3446592	3447344	0.102678374337606
CP000393.1	3695481	3696530	0.10302819134277601
CP000393.1	6774620	6774793	0.104507113661961
CP000393.1	1904238	1905296	0.10504978280256098
CP000393.1	7723408	7723977	0.105164629902381
CP000393.1	2685686	2687011	0.105235864338696
CP000393.1	5386630	5387172	0.10535242249055801
CP000393.1	3331996	3332943	0.10555233094506401
CP000393.1	264281	265960	0.10622732631645698
CP000393.1	5858754	5860268	0.10667801240084501
CP000393.1	1103208	1103762	0.107608069366059
CP000393.1	6836852	6837598	0.110332498145969
CP000393.1	3203402	3204736	0.110762024200271
CP000393.1	1879465	1879581	0.111471055701806
CP000393.1	1412737	1413084	0.11304282062368701
CP000393.1	2959029	2959595	0.11361369153329101
CP000393.1	1322985	1323788	0.113765945430865
CP000393.1	4248054	4249226	0.11573969830520699
CP000393.1	6851335	6852024	0.11573969830520699
CP000393.1	4909005	4910381	0.116837856716615
CP000393.1	2682530	2684572	0.117783524234829
CP000393.1	5033087	5034139	0.119134222370556
CP000393.1	254069	255130	0.119347581828733
CP000393.1	1449238	1449534	0.119347581828733
CP000393.1	1563071	1563907	0.119347581828733
CP000393.1	6621694	6623022	0.119347581828733
CP000393.1	3496049	3496810	0.11988274652912802
CP000393.1	4420915	4422678	0.120690472867221
CP000393.1	2778826	2781759	0.121538821499688
CP000393.1	6021628	6023127	0.121538821499688
CP000393.1	2672948	2674414	0.12344924808156199
CP000393.1	1672964	1674496	0.123512616502361
CP000393.1	6336267	6337910	0.123633317171682
CP000393.1	1494752	1495789	0.123658742772206
CP000393.1	6472531	6473115	0.12436158663816001
CP000393.1	4786133	4787272	0.12477648254129901
CP000393.1	823262	823753	0.12489912194375301
CP000393.1	3366643	3367347	0.12489912194375301
CP000393.1	3971608	3972288	0.12489912194375301
CP000393.1	6757422	6758327	0.12489912194375301
CP000393.1	3711108	3711713	0.125296359025741
CP000393.1	812023	812805	0.12605816973309403
CP000393.1	5587676	5589340	0.12609377304230002
CP000393.1	1496538	1497833	0.126714999175353
CP000393.1	4597745	4598206	0.127613761861116
CP000393.1	6808958	6811726	0.127613761861116
CP000393.1	7376027	7376965	0.127613761861116
CP000393.1	4520570	4521883	0.128218518209621
CP000393.1	7640499	7641593	0.128218518209621
CP000393.1	4587126	4587812	0.128257536620431
CP000393.1	7683659	7684198	0.12893512022948597
CP000393.1	7206064	7206546	0.132030931927276
CP000393.1	6398909	6399841	0.132688204038154
CP000393.1	1971541	1972422	0.133016991332947
CP000393.1	3416005	3416469	0.133291021776917
CP000393.1	6836138	6836815	0.134311654387112
CP000393.1	3493145	3494536	0.136125577398998
CP000393.1	6886447	6888165	0.137312577650056
CP000393.1	5704608	5705693	0.139261003740924
CP000393.1	7043863	7044303	0.14007323426632
CP000393.1	312998	314122	0.140262048737738
CP000393.1	3501150	3501677	0.140262048737738
CP000393.1	7544234	7545034	0.140908941667413
CP000393.1	1871194	1871847	0.14187103484292402
CP000393.1	6614227	6614808	0.14417361557264802
CP000393.1	1103770	1104519	0.14457543191774697
CP000393.1	2886804	2887118	0.14457543191774697
CP000393.1	5520725	5521060	0.144897493793793
CP000393.1	2373080	2373454	0.144913924509042
CP000393.1	1538888	1539967	0.146032657592363
CP000393.1	4205399	4205656	0.146032657592363
CP000393.1	4699866	4700720	0.14611097990292002
CP000393.1	6338712	6339935	0.146530025440618
CP000393.1	2447955	2448371	0.148424496232745
CP000393.1	5828485	5829816	0.15036635315157199
CP000393.1	753026	755101	0.15104590854307298
CP000393.1	3451853	3452887	0.15104590854307298
CP000393.1	1663280	1664551	0.153109960769793
CP000393.1	5209882	5210124	0.153164114790008
CP000393.1	509153	510514	0.153739444602211
CP000393.1	5906307	5916920	0.153898781291641
CP000393.1	2116190	2117215	0.155706764849326
CP000393.1	3151814	3152590	0.155961269384805
CP000393.1	628071	628838	0.156338315087126
CP000393.1	2972571	2974394	0.156338315087126
CP000393.1	6101870	6102787	0.156338315087126
CP000393.1	6761182	6762732	0.156338315087126
CP000393.1	654900	656402	0.156813930673199
CP000393.1	588749	591631	0.157378202161118
CP000393.1	5276368	5277183	0.160504295705577
CP000393.1	6704735	6705010	0.160508709664536
CP000393.1	6788229	6788843	0.160682995465014
CP000393.1	2825713	2826447	0.16149980269861403
CP000393.1	2817492	2818064	0.163743243781621
CP000393.1	2238830	2239441	0.164625868215076
CP000393.1	94221	94430	0.164894322767403
CP000393.1	6936648	6940316	0.165423182345458
CP000393.1	2666047	2668119	0.166288913368697
CP000393.1	3187425	3189575	0.166288913368697
CP000393.1	759506	760396	0.167916310140168
CP000393.1	6735476	6736471	0.169720994025246
CP000393.1	361712	362587	0.173814302118402
CP000393.1	1407784	1407951	0.173814302118402
CP000393.1	1938100	1939044	0.173814302118402
CP000393.1	4184503	4186056	0.173814302118402
CP000393.1	5639476	5640261	0.17450470881981903
CP000393.1	5092619	5093524	0.17460197392591198
CP000393.1	5452205	5453191	0.17509637922787902
CP000393.1	5962350	5962739	0.17509637922787902
CP000393.1	2154982	2155371	0.175341860681029
CP000393.1	7409629	7411290	0.175341860681029
CP000393.1	2653741	2654655	0.175691183334501
CP000393.1	2794891	2795340	0.176985602237844
CP000393.1	6196364	6196486	0.179761651586993
CP000393.1	7422646	7422951	0.179761651586993
CP000393.1	1934396	1935022	0.18394544497644802
CP000393.1	7371340	7372212	0.18508003039312304
CP000393.1	1213485	1213853	0.18622972966229603
CP000393.1	2604670	2605401	0.186667564824321
CP000393.1	2095438	2097009	0.18769074944253697
CP000393.1	4873124	4873363	0.18824871348693603
CP000393.1	2690649	2691896	0.19151095854801503
CP000393.1	2111837	2112118	0.19211689096966003
CP000393.1	5741481	5741562	0.193245570959265
CP000393.1	6685688	6687259	0.193245570959265
CP000393.1	6736987	6737511	0.193245570959265
CP000393.1	1388873	1389853	0.193385015030845
CP000393.1	5447888	5448973	0.19398177442531
CP000393.1	3440604	3442712	0.19632613380042002
CP000393.1	5745694	5746383	0.196756100059615
CP000393.1	7541454	7542095	0.197581004409197
CP000393.1	5483039	5483656	0.19859565570040805
CP000393.1	1633212	1634891	0.19885467697201104
CP000393.1	5404292	5404540	0.201540918152415
CP000393.1	7367986	7369020	0.201540918152415
CP000393.1	3364461	3364958	0.20303946531206302
CP000393.1	7625591	7626445	0.20664803995672
CP000393.1	1191896	1193557	0.207189530071672
CP000393.1	4488288	4489316	0.207189530071672
CP000393.1	5487633	5488577	0.207189530071672
CP000393.1	6349315	6350373	0.207189530071672
CP000393.1	452825	455425	0.208410525666482
CP000393.1	6624979	6625515	0.2088632289173
CP000393.1	5143673	5144509	0.210040417198417
CP000393.1	6801445	6802677	0.21145005395787
CP000393.1	1132247	1132966	0.21175101312339
CP000393.1	306604	307140	0.21175992552800899
CP000393.1	6880579	6882291	0.21284152259472103
CP000393.1	932940	934169	0.213145407619821
CP000393.1	1082962	1086354	0.215377864049119
CP000393.1	1958159	1959787	0.215570376547123
CP000393.1	1549118	1549912	0.21643307352503896
CP000393.1	1435656	1437428	0.21678344229572102
CP000393.1	4039935	4040987	0.21716768935028602
CP000393.1	3109509	3110204	0.217684887330763
CP000393.1	6220564	6222150	0.21821043087442002
CP000393.1	4506529	4507350	0.21849504895431798
CP000393.1	2830920	2831507	0.219115492390689
CP000393.1	2212409	2220226	0.220697576459919
CP000393.1	5402579	5402920	0.221906629074667
CP000393.1	3437683	3438132	0.222005447371912
CP000393.1	3249986	3251362	0.22312972084016
CP000393.1	3139115	3141995	0.22329852603067105
CP000393.1	3696966	3698120	0.22329852603067105
CP000393.1	1802899	1803066	0.223361343399266
CP000393.1	1443313	1444083	0.223528420221112
CP000393.1	3121122	3121727	0.223528420221112
CP000393.1	5429727	5432135	0.223528420221112
CP000393.1	7491497	7492129	0.223528420221112
CP000393.1	7540273	7540881	0.223528420221112
CP000393.1	5751773	5752204	0.22423810280230802
CP000393.1	3615412	3616089	0.22467078130953502
CP000393.1	7311742	7312917	0.22467078130953502
CP000393.1	627137	627862	0.224933651181629
CP000393.1	3597440	3597628	0.225403506336083
CP000393.1	4031581	4033479	0.226005575853595
CP000393.1	2196696	2197466	0.22607969231314398
CP000393.1	1968385	1968987	0.22650252089751396
CP000393.1	3597655	3597819	0.22664118663231198
CP000393.1	207806	208861	0.22799621262655298
CP000393.1	1017941	1018180	0.22920648400151603
CP000393.1	124516	125490	0.229543208847215
CP000393.1	248855	249184	0.230593743329405
CP000393.1	1326045	1326278	0.23064157388707102
CP000393.1	1674906	1676414	0.23064157388707102
CP000393.1	3267818	3268873	0.23064157388707102
CP000393.1	7437613	7439352	0.23127267723794698
CP000393.1	5542528	5543496	0.233404878399064
CP000393.1	830515	831303	0.23417290409195698
CP000393.1	2690413	2690485	0.234686357909898
CP000393.1	7490183	7490551	0.234686357909898
CP000393.1	3891979	3893157	0.234719187868732
CP000393.1	6260362	6260709	0.23606707846662198
CP000393.1	4263638	4263880	0.240086141913227
CP000393.1	4344185	4345183	0.240511742272257
CP000393.1	5034589	5035557	0.24074349613896698
CP000393.1	6720751	6721128	0.24092851139196697
CP000393.1	6882818	6883072	0.24132679441096
CP000393.1	7682757	7682960	0.241387634001024
CP000393.1	207239	207502	0.24141035325758498
CP000393.1	4941201	4942649	0.24179969189524803
CP000393.1	3816901	3817908	0.242218368055009
CP000393.1	7056295	7056792	0.242218368055009
CP000393.1	3704477	3704986	0.242993380820466
CP000393.1	392348	392641	0.24318954696931303
CP000393.1	2944187	2950771	0.24455895710660602
CP000393.1	548063	548857	0.24486434430783
CP000393.1	1115549	1116691	0.24529920607261
CP000393.1	479268	480356	0.247292617491972
CP000393.1	1625440	1627242	0.24736468055042002
CP000393.1	1399969	1400772	0.24845543102830303
CP000393.1	3603600	3604016	0.24873758356889103
CP000393.1	840599	841864	0.249256141540451
