#chromosome	start	end	baseMean_LFe
CP000393.1	727178	728614	355.79422336087896
CP000393.1	6391312	6391662	460.103183955877
CP000393.1	4673511	4674395	77.58673581877741
CP000393.1	446241	447479	262.841798837947
CP000393.1	3035691	3036203	604.033698267737
CP000393.1	3955556	3956104	4202.133820770689
CP000393.1	6258428	6259666	1370.43862346365
CP000393.1	2473082	2473654	246.79477317915698
CP000393.1	6718583	6719845	874.772403260677
CP000393.1	3487533	3487862	213.63252771533902
CP000393.1	210882	211856	86.89315401980801
CP000393.1	258358	259317	213.66067900591202
CP000393.1	5743982	5744932	1302.15369310819
CP000393.1	147658	148572	60.69574017430511
CP000393.1	4154773	4155258	3044.96928406162
CP000393.1	6117291	6117749	739.854552179589
CP000393.1	6394208	6395023	27.299443638182503
CP000393.1	3248488	3248709	199.622389266632
CP000393.1	129597	129836	292.743419188406
CP000393.1	7413757	7414683	347.353085806969
CP000393.1	3599249	3599467	242897.838499385
CP000393.1	4759501	4759875	130.961423509935
CP000393.1	6416012	6417022	1419.48237754301
CP000393.1	6234655	6236352	725.717931763813
CP000393.1	5241202	5242893	879.692984554321
CP000393.1	3490104	3490517	477.339273754667
CP000393.1	146668	146931	2212.4043182118103
CP000393.1	1066433	1066786	55.3777484253735
CP000393.1	3457034	3458482	2334.4060446203503
CP000393.1	6305555	6305845	265.986878190315
CP000393.1	3326951	3327271	34.6169745940852
CP000393.1	7597822	7598313	272.056041031468
CP000393.1	1531676	1533391	234.406931917696
CP000393.1	5476434	5477198	1105.53384471297
CP000393.1	6949035	6949877	2029.98869525191
CP000393.1	4753670	4755760	1348.13060984371
CP000393.1	289075	289680	1432.44395447288
CP000393.1	131093	131992	443.956939779038
CP000393.1	2499307	2499843	279.74582895015
CP000393.1	6389619	6389930	3836.11149759716
CP000393.1	3489228	3489707	1116.96565198256
CP000393.1	1880411	1881139	610.184118182498
CP000393.1	959820	960812	1064.83580911922
CP000393.1	966890	968791	17142.5331927091
CP000393.1	4760789	4761421	287.263957626731
CP000393.1	2113589	2114314	936.71860144191
CP000393.1	3556071	3556703	345.477001607072
CP000393.1	3142781	3143446	382.740619351393
CP000393.1	659042	662110	1213.0354728409698
CP000393.1	304605	306062	2714.76691627413
CP000393.1	4182225	4183586	491.908250150316
CP000393.1	5282994	5284496	112.95773116376301
CP000393.1	5963776	5964636	187.449932858056
CP000393.1	2447515	2447886	2471.83643871389
CP000393.1	4761458	4762408	292.199440439748
CP000393.1	3015717	3016298	474.039684088142
CP000393.1	6895590	6896672	930.2824451918029
CP000393.1	756838	757155	1633.66940121421
CP000393.1	4752782	4753627	1509.84246228208
CP000393.1	209440	210882	205.736407641786
CP000393.1	5216566	5217576	109.45674471560999
CP000393.1	3975715	3976170	450.42164835664596
CP000393.1	7066918	7068804	3520.2425215070793
CP000393.1	461870	463597	2034.50701576725
CP000393.1	3914490	3914915	1047.7764010610902
CP000393.1	4402324	4402839	557.3183477647709
CP000393.1	4065176	4065517	354.480282295186
CP000393.1	2677085	2678728	97.5325967060215
CP000393.1	3605596	3605820	1521.87664171053
CP000393.1	3456683	3456907	319.688642055331
CP000393.1	4929944	4931611	74.8603242334138
CP000393.1	1180763	1180939	592.630547517027
CP000393.1	2546360	2547577	115.448846286169
CP000393.1	7161688	7162569	220.13793712583302
CP000393.1	6837740	6838732	106.659485803941
CP000393.1	6303539	6304093	124.259173204788
CP000393.1	7726233	7726496	226.43181781446
CP000393.1	4468062	4468880	316.37479073609296
CP000393.1	3609064	3609378	154.046592633036
CP000393.1	1447844	1448134	3430.14589165582
CP000393.1	6569656	6570324	37.2804958591059
CP000393.1	2115235	2116080	104.471559526075
CP000393.1	268161	269534	606.269914086007
CP000393.1	2650665	2652191	89.0197830748405
CP000393.1	4752054	4752290	47.91769307029221
CP000393.1	4760034	4760792	347.46323835243203
CP000393.1	6968568	6970028	168.021461761285
CP000393.1	6492220	6494697	409.978215152515
CP000393.1	4755891	4756787	558.35414079806
CP000393.1	1112418	1112711	266.758233950218
CP000393.1	5240690	5241010	488.77239414733805
CP000393.1	2841315	2842685	206.990927745247
CP000393.1	6041834	6042592	5535.2653324497105
CP000393.1	362733	362966	381.171502220887
CP000393.1	751967	752341	1005.77335573651
CP000393.1	954378	954875	250.10237352146402
CP000393.1	1907660	1907941	5421.97370475533
CP000393.1	2795958	2797253	985.834776934532
CP000393.1	7616499	7616936	1287.0955213204302
CP000393.1	3554368	3554751	365.159573302069
CP000393.1	1522901	1523875	2155.776234376
CP000393.1	3700312	3701214	736.264149106236
CP000393.1	4890616	4891140	62.708691873412
CP000393.1	7576289	7576849	1797.68948599637
CP000393.1	1555350	1556627	777.333725906386
CP000393.1	6219304	6219525	93.3008882648836
CP000393.1	5705712	5706707	19.9509837887077
CP000393.1	5826805	5828340	585.953392062583
CP000393.1	1128295	1129281	59.5347465709142
CP000393.1	6871127	6871543	39.616831695109
CP000393.1	5699408	5700592	661.9315750566269
CP000393.1	499291	499899	1130.7373982988902
CP000393.1	1281381	1282022	54.025475713746395
CP000393.1	2465013	2465300	931.3642279820821
CP000393.1	4757984	4759504	530.201611104368
CP000393.1	7551993	7553351	511.992563690635
CP000393.1	752459	752929	2766.85959992278
CP000393.1	4756817	4757791	489.59309449069804
CP000393.1	6773251	6774537	1521.96037103781
CP000393.1	3727114	3727506	532.852407383234
CP000393.1	6331607	6332476	9512.0631760134
CP000393.1	5940562	5942922	643.1818681341281
CP000393.1	330834	331637	963.208517591738
CP000393.1	3513238	3514542	188.638127517588
CP000393.1	945800	947590	1500.6631726292999
CP000393.1	4068935	4069144	57.3025425130688
CP000393.1	3775803	3776918	234.47651568022098
CP000393.1	2384111	2385001	207.720361480349
CP000393.1	7577442	7579460	684.6338732185769
CP000393.1	1585964	1586881	359.490802999444
CP000393.1	4409176	4409979	592.748327540403
CP000393.1	5922960	5923469	2334.42350203153
CP000393.1	4041422	4043224	1698.2591085320998
CP000393.1	6605914	6606933	107.893127199875
CP000393.1	6775860	6776873	412.330245945878
CP000393.1	130201	130701	560.688835919206
CP000393.1	1635756	1636112	140.463736751341
CP000393.1	221200	222018	255.31538039715
CP000393.1	5800918	5801685	66.7611148873374
CP000393.1	3119527	3120756	172.550702088375
CP000393.1	2876141	2876497	896.1548746117099
CP000393.1	7207628	7208401	166.192547436837
CP000393.1	4257314	4258822	657.476361890713
CP000393.1	553419	553976	374.69243319322305
CP000393.1	2877278	2877805	313.340295070178
CP000393.1	1551310	1552242	414.813992913409
CP000393.1	5308927	5312454	413.748772455824
CP000393.1	1483210	1487364	699.3976099578371
CP000393.1	2343203	2347798	198.13007852667
CP000393.1	1247396	1248022	643.883209760855
CP000393.1	6551969	6552832	198.42987897715
CP000393.1	7275614	7276594	209.02416821084702
CP000393.1	7196482	7196748	2815.4823418506103
CP000393.1	4205707	4206015	659.2612482289579
CP000393.1	251672	251941	849.240712226826
CP000393.1	7334407	7335060	272.48045673663995
CP000393.1	4134327	4134872	70.8872229590391
CP000393.1	638761	639687	177.130983035788
CP000393.1	2834594	2835112	232.42174438929698
CP000393.1	1130508	1131227	202.888208143975
CP000393.1	4155526	4156023	315.503250106209
CP000393.1	1131311	1132216	413.677520922847
CP000393.1	5855340	5856146	67.44947815359839
CP000393.1	3598479	3598706	123357.40331265301
CP000393.1	3391278	3392735	152.70387649824698
CP000393.1	1317053	1317484	139.625567165048
CP000393.1	5860953	5861303	659.8989038742201
CP000393.1	1579082	1580158	560.901986797678
CP000393.1	3914905	3915333	1432.53863304776
CP000393.1	829610	830479	34.5382401349361
CP000393.1	217777	218829	122.95079070685
CP000393.1	3518190	3519542	169.885334297319
CP000393.1	789431	789865	1114.67320789872
CP000393.1	3302074	3303507	82.89814736500159
CP000393.1	796283	797596	350.20809187830804
CP000393.1	6767366	6769438	384.12176060887396
CP000393.1	1505693	1507246	135.731535728402
CP000393.1	2875914	2876111	475.019177752462
CP000393.1	3108044	3108772	534.349032251801
CP000393.1	963524	966562	3396.0015482923
CP000393.1	1581744	1581953	1825.74182689185
CP000393.1	2502022	2502573	897.889272096345
CP000393.1	3207590	3209005	137.725246253891
CP000393.1	6010625	6011098	2735.9760848503797
CP000393.1	2281661	2283121	1170.73138514726
CP000393.1	549606	550889	91.20007678175041
CP000393.1	3333233	3333715	270.869709946402
CP000393.1	1519889	1521130	231.997684719054
CP000393.1	2829172	2830107	515.107780375366
CP000393.1	6626753	6630622	629.985155013813
CP000393.1	2865789	2866631	357.18269167817596
CP000393.1	3560276	3560788	968.7523030987711
CP000393.1	1635210	1635488	39.8606443506485
CP000393.1	7317742	7319271	466.151247307135
CP000393.1	5459828	5462536	5125.3371371168705
CP000393.1	6057143	6057424	1472.7908409131303
CP000393.1	3916659	3917072	22.460623964066702
CP000393.1	6872163	6873455	80.30875096821309
CP000393.1	7624222	7625325	441.961611098295
CP000393.1	6113981	6115432	843.566272781161
CP000393.1	1284063	1284626	564.23181139452
CP000393.1	7160786	7161196	794.7491785889031
CP000393.1	7684705	7685292	434.042265030301
CP000393.1	27	1397	487.011799640983
CP000393.1	2607210	2608274	7219.66301315169
CP000393.1	2981514	2983919	330.917479738127
CP000393.1	2111352	2111582	17.4723866532149
CP000393.1	1195939	1197330	440.248051524251
CP000393.1	1264286	1265392	46.2015368085396
CP000393.1	1580492	1581229	792.872991908009
CP000393.1	5091101	5092510	151.05814188811598
CP000393.1	5716920	5717138	1361.0339530783901
CP000393.1	2359259	2359612	574.861885802418
CP000393.1	6291504	6293252	139.14299028557699
CP000393.1	7163889	7166000	1035.68090250417
CP000393.1	2798463	2799458	266.376767728797
CP000393.1	3893600	3894544	614.100130505132
CP000393.1	5189811	5191265	13560.757356869699
CP000393.1	436168	437337	1671.97509339904
CP000393.1	5615206	5616423	3297.33715447595
CP000393.1	720211	720456	7483.901393417879
CP000393.1	5413207	5414829	203.66791301626898
CP000393.1	4800164	4800823	514.832799286445
CP000393.1	5992847	5994253	301.91537064919
CP000393.1	3647884	3649884	1545.17499606901
CP000393.1	6795230	6797050	351.091187286429
CP000393.1	440975	442579	850.90262900307
CP000393.1	3915682	3916635	616.2004226495011
CP000393.1	5345978	5346340	44.9067132579169
CP000393.1	1957008	1957391	26.2352631677949
CP000393.1	3519633	3520676	122.124586093948
CP000393.1	4322987	4323466	127.785802835736
CP000393.1	5104602	5105507	250.70948815235002
CP000393.1	6434528	6435391	368.337130287739
CP000393.1	3162986	3165187	340.05878484677396
CP000393.1	7381867	7383324	415.003964106413
CP000393.1	4472264	4472923	1960.2800933183498
CP000393.1	3414061	3414966	247.77122409633802
CP000393.1	5040182	5040490	2161.7302148203603
CP000393.1	2017345	2018265	34.978263297498806
CP000393.1	988174	989139	462.96410342406097
CP000393.1	3844799	3848818	56.147404149673
CP000393.1	1205759	1206085	151.63104577616699
CP000393.1	1232220	1233944	331.619489237686
CP000393.1	2169563	2169763	1440.7971656265802
CP000393.1	797861	798013	98.65789406164042
CP000393.1	7612359	7612811	89.54978067088871
CP000393.1	1567748	1568413	387.406507116535
CP000393.1	2006188	2006691	812.159128683999
CP000393.1	2984383	2985750	237.768326400902
CP000393.1	3728329	3731952	57.44398891659329
CP000393.1	7548844	7549995	597.7618296707
CP000393.1	1194175	1195599	492.198233371009
CP000393.1	2742065	2743078	1040.78102689082
CP000393.1	6940571	6944248	570.864139985964
CP000393.1	3604202	3605137	3052.86623797773
CP000393.1	4186226	4186903	112.594382691983
CP000393.1	6921042	6922430	1149.4321441367501
CP000393.1	3616506	3617300	2351.55951628793
CP000393.1	2104828	2106021	61.9850507458597
CP000393.1	4303655	4305139	155.564620470308
CP000393.1	5116118	5118019	49.797356946262894
CP000393.1	755363	756592	8321.33522971663
CP000393.1	5391012	5394998	223.12388768511798
CP000393.1	3279184	3279256	159.836248575714
CP000393.1	4473756	4474022	923.776132134843
CP000393.1	5196897	5198582	1838.6179836844601
CP000393.1	6420124	6421143	586.477316003249
CP000393.1	5094327	5095154	285.220273621972
CP000393.1	277765	279303	609.569154243874
CP000393.1	551971	553365	65.5984429972093
CP000393.1	1173852	1174931	123.53053727273199
CP000393.1	48918	49433	667.685606190796
CP000393.1	5082229	5083074	1228.8640536248
CP000393.1	6682093	6682311	104.09863744299
CP000393.1	969256	972612	974.015215798167
CP000393.1	2471985	2472380	122.956191109291
CP000393.1	4534599	4535207	34.7169566476512
CP000393.1	2472625	2472906	244.48858579884998
CP000393.1	3638104	3639891	303.20899303992803
CP000393.1	1416502	1418502	168.450089814783
CP000393.1	7163040	7163369	13.5368165034065
CP000393.1	2718049	2719035	458.29581572320603
CP000393.1	263727	264146	64.2010694747141
CP000393.1	2966800	2970414	265.364603052107
CP000393.1	510841	512151	176.134349165131
CP000393.1	98280	99698	374.70354934080706
CP000393.1	3280098	3280170	60.8975427418647
CP000393.1	1102446	1102814	1036.9063669346401
CP000393.1	7432472	7432852	16.5633929718332
CP000393.1	6013774	6014322	433.147740845486
CP000393.1	3600515	3601087	7180.69670191376
CP000393.1	3246669	3247730	165.231805434752
CP000393.1	3901498	3903078	2341.57447581223
CP000393.1	5854217	5855305	130.977431784084
CP000393.1	2955814	2955895	346.603692607418
CP000393.1	7277652	7278023	100.319047810686
CP000393.1	7107744	7112276	181.651690108331
CP000393.1	5632783	5633388	91.86346490212759
CP000393.1	824434	825072	125.155418322217
CP000393.1	2338371	2339288	516.18487869542
CP000393.1	2845482	2845925	125.051319480131
CP000393.1	1070417	1073758	915.087913189381
CP000393.1	2987968	2989605	730.903109657729
CP000393.1	4270484	4270948	54.876204374469005
CP000393.1	3446592	3447344	57.166640381544
CP000393.1	3695481	3696530	274.506923688238
CP000393.1	6774620	6774793	320.577761044911
CP000393.1	1904238	1905296	38896.0465256635
CP000393.1	7723408	7723977	1172.09028784898
CP000393.1	2685686	2687011	338.28303562853404
CP000393.1	5386630	5387172	180.701556724142
CP000393.1	3331996	3332943	83.0292468444046
CP000393.1	264281	265960	414.61440783371694
CP000393.1	5858754	5860268	62.304362506606296
CP000393.1	1103208	1103762	755.084434086398
CP000393.1	6836852	6837598	90.21530553717241
CP000393.1	3203402	3204736	631.976610135987
CP000393.1	1879465	1879581	1025.7033931839
CP000393.1	1412737	1413084	4163.58874171152
CP000393.1	2959029	2959595	711.4863514352769
CP000393.1	1322985	1323788	66.0559083930745
CP000393.1	4248054	4249226	582.609880307551
CP000393.1	6851335	6852024	95.33676932660151
CP000393.1	4909005	4910381	230.15101099116902
CP000393.1	2682530	2684572	338.90736382369204
CP000393.1	5033087	5034139	487.49399308485
CP000393.1	254069	255130	572.9782831464321
CP000393.1	1449238	1449534	4011.1486109273797
CP000393.1	1563071	1563907	3954.7050456658203
CP000393.1	6621694	6623022	234.509190897032
CP000393.1	3496049	3496810	150.87621248143
CP000393.1	4420915	4422678	1133.18705616162
CP000393.1	2778826	2781759	60.406828905356996
CP000393.1	6021628	6023127	1225.70047995534
CP000393.1	2672948	2674414	95.0804187052665
CP000393.1	1672964	1674496	327.82077227023
CP000393.1	6336267	6337910	2289.65599786299
CP000393.1	1494752	1495789	4871.36697306976
CP000393.1	6472531	6473115	105.438317156086
CP000393.1	4786133	4787272	1013.46188210452
CP000393.1	823262	823753	110.019453726295
CP000393.1	3366643	3367347	603.922895147177
CP000393.1	3971608	3972288	100.56344934326401
CP000393.1	6757422	6758327	153.65549906111602
CP000393.1	3711108	3711713	118.96653766112
CP000393.1	812023	812805	46.752836379801295
CP000393.1	5587676	5589340	1242.51126626507
CP000393.1	1496538	1497833	1325.77167075093
CP000393.1	4597745	4598206	2018.5627195939
CP000393.1	6808958	6811726	995.8580071351579
CP000393.1	7376027	7376965	1265.34194904453
CP000393.1	4520570	4521883	160.094708207734
CP000393.1	7640499	7641593	7.6924905489304605
CP000393.1	4587126	4587812	14.595879420679998
CP000393.1	7683659	7684198	1023.9977089018199
CP000393.1	7206064	7206546	104.44974900822399
CP000393.1	6398909	6399841	182.160719999873
CP000393.1	1971541	1972422	409.67597573247
CP000393.1	3416005	3416469	1231.61334708787
CP000393.1	6836138	6836815	62.911505359363396
CP000393.1	3493145	3494536	363.46726624363
CP000393.1	6886447	6888165	12573.225343504098
CP000393.1	5704608	5705693	22.2227612764588
CP000393.1	7043863	7044303	22.6283203923622
CP000393.1	312998	314122	491.911162870765
CP000393.1	3501150	3501677	120.518089909217
CP000393.1	7544234	7545034	60.3180303502225
CP000393.1	1871194	1871847	43.6218066990816
CP000393.1	6614227	6614808	36.350701840533
CP000393.1	1103770	1104519	437.621637147685
CP000393.1	2886804	2887118	206.597516268367
CP000393.1	5520725	5521060	33.3679232178788
CP000393.1	2373080	2373454	47.566515695702705
CP000393.1	1538888	1539967	33.8736542158448
CP000393.1	4205399	4205656	527.017644178393
CP000393.1	4699866	4700720	83.5872191342548
CP000393.1	6338712	6339935	506.043456089596
CP000393.1	2447955	2448371	2046.90451806751
CP000393.1	5828485	5829816	588.7522711136701
CP000393.1	753026	755101	6450.08718207828
CP000393.1	3451853	3452887	487.28862754828
CP000393.1	1663280	1664551	124.004770804809
CP000393.1	5209882	5210124	979.3512392111251
CP000393.1	509153	510514	345.537598417022
CP000393.1	5906307	5916920	1076.41395436998
CP000393.1	2116190	2117215	197.867080366096
CP000393.1	3151814	3152590	1502.8587451571
CP000393.1	628071	628838	212.24903008552502
CP000393.1	2972571	2974394	439.454347759609
CP000393.1	6101870	6102787	91.9656447690932
CP000393.1	6761182	6762732	5047.9435234731
CP000393.1	654900	656402	600.27306190248
CP000393.1	588749	591631	124.045252131816
CP000393.1	5276368	5277183	114.734062175945
CP000393.1	6704735	6705010	594.23157162119
CP000393.1	6788229	6788843	94.34888041006701
CP000393.1	2825713	2826447	84.35631998468008
CP000393.1	2817492	2818064	366.730048062058
CP000393.1	2238830	2239441	135.484028249578
CP000393.1	94221	94430	6523.527238936739
CP000393.1	6936648	6940316	1057.0181377502902
CP000393.1	2666047	2668119	1505.7824562459198
CP000393.1	3187425	3189575	124.542996564961
CP000393.1	759506	760396	1355.99526703483
CP000393.1	6735476	6736471	125.598724010783
CP000393.1	361712	362587	1124.17992214892
CP000393.1	1407784	1407951	428.0685978871799
CP000393.1	1938100	1939044	539.241469396802
CP000393.1	4184503	4186056	4820.27876137747
CP000393.1	5639476	5640261	39.858691803962
CP000393.1	5092619	5093524	184.077235569832
CP000393.1	5452205	5453191	1235.13158896474
CP000393.1	5962350	5962739	275.439549150653
CP000393.1	2154982	2155371	18.8348993556629
CP000393.1	7409629	7411290	1591.42651204733
CP000393.1	2653741	2654655	19.1426863070166
CP000393.1	2794891	2795340	531.993621368768
CP000393.1	6196364	6196486	1931.07090894353
CP000393.1	7422646	7422951	16.986527054419803
CP000393.1	1934396	1935022	349.839051580383
CP000393.1	7371340	7372212	1189.85849708476
CP000393.1	1213485	1213853	248.46556774762797
CP000393.1	2604670	2605401	76.5974857467988
CP000393.1	2095438	2097009	291.808933803054
CP000393.1	4873124	4873363	553.1160725774649
CP000393.1	2690649	2691896	515.756169126533
CP000393.1	2111837	2112118	18.0262879068389
CP000393.1	5741481	5741562	1516.63104108322
CP000393.1	6685688	6687259	368.15987270191005
CP000393.1	6736987	6737511	67.5470530701439
CP000393.1	1388873	1389853	776.0700443666079
CP000393.1	5447888	5448973	2025.7525071505702
CP000393.1	3440604	3442712	3701.3217332344398
CP000393.1	5745694	5746383	273.335235375418
CP000393.1	7541454	7542095	116.833497150062
CP000393.1	5483039	5483656	215.684153645659
CP000393.1	1633212	1634891	368.437293595225
CP000393.1	5404292	5404540	1605.9950164447
CP000393.1	7367986	7369020	111.750867533011
CP000393.1	3364461	3364958	196.672702245406
CP000393.1	7625591	7626445	405.24394590567
CP000393.1	1191896	1193557	747.043561366831
CP000393.1	4488288	4489316	120.12002274277799
CP000393.1	5487633	5488577	184.61466898380502
CP000393.1	6349315	6350373	132.28841614763002
CP000393.1	452825	455425	1060.73805073616
CP000393.1	6624979	6625515	163.60328673799
CP000393.1	5143673	5144509	1332.10020215532
CP000393.1	6801445	6802677	373.439537383668
CP000393.1	1132247	1132966	245.14074208807702
CP000393.1	306604	307140	585.849465218468
CP000393.1	6880579	6882291	324.685196248643
CP000393.1	932940	934169	923.61976474875
CP000393.1	1082962	1086354	107.537062002707
CP000393.1	1958159	1959787	916.148796933609
CP000393.1	1549118	1549912	4486.39826252624
CP000393.1	1435656	1437428	82.6725181531733
CP000393.1	4039935	4040987	213.531477195197
CP000393.1	3109509	3110204	964.7101973366549
CP000393.1	6220564	6222150	1241.69330303623
CP000393.1	4506529	4507350	379.54098285712996
CP000393.1	2830920	2831507	187.314586924153
CP000393.1	2212409	2220226	294.64935153124003
CP000393.1	5402579	5402920	476.779730218197
CP000393.1	3437683	3438132	79.6086313371958
CP000393.1	3249986	3251362	217.87701090209598
CP000393.1	3139115	3141995	626.449383999053
CP000393.1	3696966	3698120	144.704305274147
CP000393.1	1802899	1803066	93.0702230691703
CP000393.1	1443313	1444083	439.70123960996597
CP000393.1	3121122	3121727	8.994173335855109
CP000393.1	5429727	5432135	411.17360644691
CP000393.1	7491497	7492129	1146.60838195389
CP000393.1	7540273	7540881	73.6318045452802
CP000393.1	5751773	5752204	34.015084319427096
CP000393.1	3615412	3616089	374.980664658649
CP000393.1	7311742	7312917	1551.4651447381
CP000393.1	627137	627862	325.858749119837
CP000393.1	3597440	3597628	1434.51708236522
CP000393.1	4031581	4033479	346.97179261188995
CP000393.1	2196696	2197466	57.995381792897795
CP000393.1	1968385	1968987	416.589764342189
CP000393.1	3597655	3597819	828.423596963223
CP000393.1	207806	208861	927.2070335625
CP000393.1	1017941	1018180	261.686715934294
CP000393.1	124516	125490	718.255992257479
CP000393.1	248855	249184	263.655714561594
CP000393.1	1326045	1326278	343.006735059198
CP000393.1	1674906	1676414	290.43597509052995
CP000393.1	3267818	3268873	244.520632639405
CP000393.1	7437613	7439352	164.80392592905199
CP000393.1	5542528	5543496	1018.9900298469
CP000393.1	830515	831303	25.7563065879912
CP000393.1	2690413	2690485	724.074556404983
CP000393.1	7490183	7490551	530.2279981648591
CP000393.1	3891979	3893157	855.551569493656
CP000393.1	6260362	6260709	70.93880578066658
CP000393.1	4263638	4263880	137.60692872581
CP000393.1	4344185	4345183	462.480958023275
CP000393.1	5034589	5035557	101.413329180915
CP000393.1	6720751	6721128	51.97620891470741
CP000393.1	6882818	6883072	30.7903235866148
CP000393.1	7682757	7682960	903.140754889012
CP000393.1	207239	207502	1054.1804478929598
CP000393.1	4941201	4942649	50.9114560952358
CP000393.1	3816901	3817908	248.37196606647598
CP000393.1	7056295	7056792	154.031734222043
CP000393.1	3704477	3704986	459.88152049777494
CP000393.1	392348	392641	24.9247240690515
CP000393.1	2944187	2950771	1630.2333986985598
CP000393.1	548063	548857	33.2493219630553
CP000393.1	1115549	1116691	1230.43074964467
CP000393.1	479268	480356	345.06289962061095
CP000393.1	1625440	1627242	903.467324212536
CP000393.1	1399969	1400772	190.05659579369203
CP000393.1	3603600	3604016	2550.4646897457
CP000393.1	840599	841864	132.06731553628
CP000393.1	5732789	5733697	1267.7283275466
CP000393.1	3401988	3402638	455.494283587044
CP000393.1	4558180	4558416	24.045779002196102
CP000393.1	2450017	2451279	529.768277044394
CP000393.1	3974960	3975346	5308.48209286846
CP000393.1	40836	41411	39.7365545623874
CP000393.1	6271110	6273488	401.702532866819
CP000393.1	6286709	6288205	488.444755571779
CP000393.1	5805541	5806308	1134.3770398905199
CP000393.1	6787978	6788220	66.3556787094756
CP000393.1	1030632	1030886	280.963895410441
CP000393.1	3148004	3148585	535.626163332955
CP000393.1	556288	561606	851.1165133219031
CP000393.1	6332733	6333494	9205.57863083193
CP000393.1	1764326	1765177	317.176653408962
CP000393.1	4404604	4405752	325.778813247646
CP000393.1	4699161	4699859	62.5151657315796
CP000393.1	5247102	5249225	627.987905586454
CP000393.1	7206543	7207583	174.82564040757802
CP000393.1	1009357	1010580	1361.61221627553
CP000393.1	6157059	6157784	411.351378146299
CP000393.1	3132658	3133047	392.43719892414595
CP000393.1	6811774	6814512	36.6008627624935
CP000393.1	1020821	1027000	444.72744106817197
CP000393.1	5018841	5019143	3130.78615993117
CP000393.1	5463130	5463906	237.95519652276798
CP000393.1	3328892	3330991	234.860569580287
CP000393.1	3507804	3511928	374.824728712424
CP000393.1	4394349	4396478	78.9667709495138
CP000393.1	480768	481508	155.348712337916
CP000393.1	6278855	6279109	28.250860455965398
CP000393.1	1073905	1074138	31.5675321878504
CP000393.1	7542265	7542885	271.995583810509
CP000393.1	6440262	6440552	314.701084395798
CP000393.1	3663405	3664739	123.709179361222
CP000393.1	4262970	4263311	320.283287201853
CP000393.1	3052338	3052799	119.74128558896003
CP000393.1	6867812	6868915	50.777741771988794
