#chromosome	start	end	gc_skew
CP000393.1	93000	94000	0.06417112299465241
CP000393.1	94000	95000	0.14447592067988668
CP000393.1	95000	96000	0.18518518518518517
CP000393.1	96000	97000	-0.06990881458966565
CP000393.1	97000	98000	-0.23582089552238805
CP000393.1	98000	99000	-0.10160427807486631
CP000393.1	99000	100000	0.2579710144927536
CP000393.1	100000	101000	0.08970099667774087
CP000393.1	101000	102000	0.13738019169329074
CP000393.1	102000	103000	-0.0700280112044818
CP000393.1	103000	104000	-0.028871391076115485
CP000393.1	104000	105000	0.002881844380403458
CP000393.1	105000	106000	-0.011560693641618497
CP000393.1	106000	107000	0.01744186046511628
CP000393.1	107000	108000	-0.011627906976744186
CP000393.1	108000	109000	0.005714285714285714
CP000393.1	109000	110000	0.008403361344537815
CP000393.1	110000	111000	-0.015015015015015015
CP000393.1	111000	112000	0.007042253521126761
CP000393.1	112000	113000	0.26666666666666666
CP000393.1	113000	114000	0.0
CP000393.1	114000	115000	0.08125
CP000393.1	115000	116000	0.02857142857142857
CP000393.1	116000	117000	0.030508474576271188
CP000393.1	117000	118000	0.33070866141732286
CP000393.1	118000	119000	-0.018292682926829267
CP000393.1	119000	120000	0.06
CP000393.1	120000	121000	0.1735159817351598
CP000393.1	121000	122000	0.15384615384615385
CP000393.1	122000	123000	-0.1617161716171617
CP000393.1	123000	124000	0.0
CP000393.1	124000	125000	-0.010752688172043012
CP000393.1	125000	126000	-0.02158273381294964
CP000393.1	126000	127000	0.1744186046511628
CP000393.1	127000	128000	0.13357400722021662
CP000393.1	128000	129000	0.2896551724137931
CP000393.1	129000	130000	0.07407407407407407
CP000393.1	130000	131000	0.2
CP000393.1	131000	132000	0.15960912052117263
CP000393.1	132000	133000	-0.20652173913043478
CP000393.1	133000	134000	0.04739336492890995
CP000393.1	134000	135000	0.08747044917257683
CP000393.1	135000	136000	0.0410958904109589
CP000393.1	136000	137000	0.05806451612903226
CP000393.1	137000	138000	0.11782477341389729
CP000393.1	138000	139000	0.10227272727272728
CP000393.1	139000	140000	-0.15035799522673032
CP000393.1	140000	141000	-0.23582089552238805
CP000393.1	141000	142000	-0.07780979827089338
CP000393.1	142000	143000	-0.04424778761061947
CP000393.1	143000	144000	0.050746268656716415
CP000393.1	144000	145000	0.07236842105263158
CP000393.1	145000	146000	-0.028985507246376812
CP000393.1	146000	147000	0.12550607287449392
CP000393.1	147000	148000	0.026865671641791045
CP000393.1	148000	149000	0.17222222222222222
CP000393.1	149000	150000	-0.2
CP000393.1	150000	151000	0.04132231404958678
CP000393.1	151000	152000	-0.002770083102493075
CP000393.1	152000	153000	-0.05172413793103448
CP000393.1	153000	154000	0.11048158640226628
CP000393.1	154000	155000	0.005494505494505495
CP000393.1	155000	156000	-0.21846153846153846
CP000393.1	156000	157000	-0.08985507246376812
CP000393.1	157000	158000	0.01875
CP000393.1	158000	159000	0.0051813471502590676
CP000393.1	159000	160000	-0.07075471698113207
CP000393.1	160000	161000	-0.14146341463414633
CP000393.1	161000	162000	-0.12962962962962962
CP000393.1	162000	163000	-0.16883116883116883
CP000393.1	163000	164000	-0.052941176470588235
CP000393.1	164000	165000	-0.11044776119402985
CP000393.1	165000	166000	-0.12837837837837837
CP000393.1	166000	167000	-0.20253164556962025
CP000393.1	167000	168000	-0.20481927710843373
CP000393.1	168000	169000	-0.08635097493036212
CP000393.1	169000	170000	0.006024096385542169
CP000393.1	170000	171000	-0.050666666666666665
CP000393.1	171000	172000	-0.3177842565597668
CP000393.1	172000	173000	-0.19865319865319866
CP000393.1	173000	174000	-0.16612377850162866
CP000393.1	174000	175000	-0.06906906906906907
CP000393.1	175000	176000	-0.12101910828025478
CP000393.1	176000	177000	0.021671826625386997
CP000393.1	177000	178000	0.03355704697986577
CP000393.1	178000	179000	0.15112540192926044
CP000393.1	179000	180000	0.08997429305912596
CP000393.1	180000	181000	-0.03636363636363636
CP000393.1	181000	182000	-0.13649025069637882
CP000393.1	182000	183000	-0.3018867924528302
CP000393.1	183000	184000	0.06802721088435375
CP000393.1	184000	185000	-0.11400651465798045
CP000393.1	185000	186000	-0.11409395973154363
CP000393.1	186000	187000	-0.2150170648464164
CP000393.1	187000	188000	-0.12101910828025478
CP000393.1	188000	189000	-0.07453416149068323
CP000393.1	189000	190000	-0.19850187265917604
CP000393.1	190000	191000	-0.08287292817679558
CP000393.1	191000	192000	-0.08307692307692308
CP000393.1	192000	193000	-0.14121037463976946
CP000393.1	193000	194000	-0.03896103896103896
CP000393.1	194000	195000	-0.12195121951219512
CP000393.1	195000	196000	0.07023411371237458
CP000393.1	196000	197000	0.15254237288135594
CP000393.1	197000	198000	0.0033444816053511705
CP000393.1	198000	199000	0.09792284866468842
CP000393.1	199000	200000	-0.06752411575562701
CP000393.1	200000	201000	-0.0967741935483871
CP000393.1	201000	202000	0.09774436090225563
CP000393.1	202000	203000	-0.14733542319749215
CP000393.1	203000	204000	-0.07971014492753623
CP000393.1	204000	205000	-0.0744336569579288
CP000393.1	205000	206000	-0.11435523114355231
CP000393.1	206000	207000	-0.03773584905660377
CP000393.1	207000	208000	-0.0031746031746031746
CP000393.1	208000	209000	0.11891891891891893
CP000393.1	209000	210000	0.06976744186046512
CP000393.1	210000	211000	0.10256410256410256
CP000393.1	211000	212000	0.14675767918088736
CP000393.1	212000	213000	-0.12852664576802508
CP000393.1	213000	214000	-0.11578947368421053
CP000393.1	214000	215000	-0.10817941952506596
CP000393.1	215000	216000	0.022988505747126436
CP000393.1	216000	217000	0.09523809523809523
CP000393.1	217000	218000	0.012269938650306749
CP000393.1	218000	219000	0.05571847507331378
CP000393.1	219000	220000	0.002849002849002849
CP000393.1	220000	221000	-0.041666666666666664
CP000393.1	221000	222000	0.05982905982905983
CP000393.1	222000	223000	-0.07317073170731707
CP000393.1	223000	224000	0.016722408026755852
CP000393.1	224000	225000	0.18243243243243243
CP000393.1	225000	226000	0.17989417989417988
CP000393.1	226000	227000	-0.10344827586206896
CP000393.1	227000	228000	0.026595744680851064
CP000393.1	228000	229000	-0.07100591715976332
CP000393.1	229000	230000	-0.15
CP000393.1	230000	231000	-0.3235294117647059
CP000393.1	231000	232000	-0.1076923076923077
CP000393.1	232000	233000	-0.1076923076923077
CP000393.1	233000	234000	-0.020527859237536656
CP000393.1	234000	235000	0.167420814479638
CP000393.1	235000	236000	-0.1225296442687747
CP000393.1	236000	237000	0.016611295681063124
CP000393.1	237000	238000	0.0859106529209622
CP000393.1	238000	239000	-0.0670391061452514
CP000393.1	239000	240000	0.08024691358024691
CP000393.1	240000	241000	0.0870712401055409
CP000393.1	241000	242000	0.07329842931937172
CP000393.1	242000	243000	0.06097560975609756
CP000393.1	243000	244000	-0.20113314447592068
CP000393.1	244000	245000	-0.09295774647887324
CP000393.1	245000	246000	0.08424908424908426
CP000393.1	246000	247000	-0.2323943661971831
CP000393.1	247000	248000	0.016835016835016835
CP000393.1	248000	249000	-0.05263157894736842
CP000393.1	249000	250000	0.12
CP000393.1	250000	251000	0.10985915492957747
CP000393.1	251000	252000	0.150997150997151
CP000393.1	252000	253000	0.09446254071661238
CP000393.1	253000	254000	0.289198606271777
CP000393.1	254000	255000	0.1654320987654321
CP000393.1	255000	256000	0.031141868512110725
CP000393.1	256000	257000	-0.02527075812274368
CP000393.1	257000	258000	0.011363636363636364
CP000393.1	258000	259000	0.010309278350515464
CP000393.1	259000	260000	0.08227848101265822
CP000393.1	260000	261000	0.35958005249343833
CP000393.1	261000	262000	0.12727272727272726
CP000393.1	262000	263000	0.11345646437994723
CP000393.1	263000	264000	0.18055555555555555
CP000393.1	264000	265000	0.2474747474747475
CP000393.1	265000	266000	0.38148984198645597
CP000393.1	266000	267000	0.0
CP000393.1	267000	268000	0.08206686930091185
CP000393.1	268000	269000	0.12876712328767123
CP000393.1	269000	270000	-0.03296703296703297
CP000393.1	270000	271000	-0.06323185011709602
CP000393.1	271000	272000	0.002531645569620253
CP000393.1	272000	273000	-0.18090452261306533
CP000393.1	273000	274000	-0.3159144893111639
CP000393.1	274000	275000	-0.02912621359223301
CP000393.1	275000	276000	-0.28289473684210525
CP000393.1	276000	277000	-0.20766773162939298
CP000393.1	277000	278000	-0.11026615969581749
CP000393.1	278000	279000	0.006622516556291391
CP000393.1	279000	280000	0.09027777777777778
CP000393.1	280000	281000	0.05501618122977346
CP000393.1	281000	282000	0.13440860215053763
CP000393.1	282000	283000	0.12
CP000393.1	283000	284000	-0.14736842105263157
CP000393.1	284000	285000	0.1282051282051282
CP000393.1	285000	286000	-0.02491103202846975
CP000393.1	286000	287000	-0.10539845758354756
CP000393.1	287000	288000	0.15196078431372548
CP000393.1	288000	289000	-0.1069182389937107
CP000393.1	289000	290000	0.07741935483870968
CP000393.1	290000	291000	-0.2479108635097493
CP000393.1	291000	292000	0.010256410256410256
CP000393.1	292000	293000	-0.04430379746835443
CP000393.1	293000	294000	-0.050724637681159424
CP000393.1	294000	295000	-0.21107266435986158
CP000393.1	295000	296000	-0.0625
CP000393.1	296000	297000	0.009708737864077669
CP000393.1	297000	298000	-0.007194244604316547
CP000393.1	298000	299000	0.08275862068965517
CP000393.1	299000	300000	0.08571428571428572
CP000393.1	300000	301000	0.008264462809917356
CP000393.1	301000	302000	0.0546875
CP000393.1	302000	303000	0.2080536912751678
CP000393.1	303000	304000	0.056716417910447764
CP000393.1	304000	305000	0.07076923076923076
CP000393.1	305000	306000	0.04043126684636118
CP000393.1	306000	307000	0.10749185667752444
CP000393.1	307000	308000	0.11235955056179775
CP000393.1	308000	309000	0.04406779661016949
CP000393.1	309000	310000	0.16883116883116883
CP000393.1	310000	311000	-0.07142857142857142
CP000393.1	311000	312000	-0.19402985074626866
CP000393.1	312000	313000	-0.10819672131147541
CP000393.1	313000	314000	0.03723404255319149
CP000393.1	314000	315000	-0.08088235294117647
CP000393.1	315000	316000	0.014492753623188406
CP000393.1	316000	317000	0.16025641025641027
CP000393.1	317000	318000	0.08970099667774087
CP000393.1	318000	319000	-0.17585301837270342
CP000393.1	319000	320000	-0.189873417721519
CP000393.1	320000	321000	-0.07344632768361582
CP000393.1	321000	322000	0.060810810810810814
CP000393.1	322000	323000	0.012658227848101266
CP000393.1	323000	324000	0.036011080332409975
CP000393.1	324000	325000	0.0
CP000393.1	325000	326000	0.1831831831831832
CP000393.1	326000	327000	0.07142857142857142
CP000393.1	327000	328000	-0.1780821917808219
CP000393.1	328000	329000	-0.10218978102189781
CP000393.1	329000	330000	-0.07092198581560284
CP000393.1	330000	331000	0.0033003300330033004
CP000393.1	331000	332000	0.10275689223057644
CP000393.1	332000	333000	-0.1048158640226629
CP000393.1	333000	334000	-0.06748466257668712
CP000393.1	334000	335000	-0.022004889975550123
CP000393.1	335000	336000	0.08661417322834646
CP000393.1	336000	337000	0.02702702702702703
CP000393.1	337000	338000	-0.1910828025477707
CP000393.1	338000	339000	0.034482758620689655
CP000393.1	339000	340000	0.08539944903581267
CP000393.1	340000	341000	0.12631578947368421
CP000393.1	341000	342000	0.4005037783375315
CP000393.1	342000	343000	0.1694915254237288
CP000393.1	343000	344000	0.028409090909090908
CP000393.1	344000	345000	-0.24808184143222506
CP000393.1	345000	346000	-0.32577903682719545
CP000393.1	346000	347000	-0.19667590027700832
CP000393.1	347000	348000	-0.2222222222222222
CP000393.1	348000	349000	-0.25853658536585367
CP000393.1	349000	350000	0.07913669064748201
CP000393.1	350000	351000	-0.002770083102493075
CP000393.1	351000	352000	-0.05198776758409786
CP000393.1	352000	353000	-0.05844155844155844
CP000393.1	353000	354000	0.17037037037037037
CP000393.1	354000	355000	0.12302839116719243
CP000393.1	355000	356000	0.2686084142394822
CP000393.1	356000	357000	0.2077922077922078
CP000393.1	357000	358000	0.14066496163682865
CP000393.1	358000	359000	-0.022388059701492536
CP000393.1	359000	360000	-0.12025316455696203
CP000393.1	360000	361000	-0.22597402597402597
CP000393.1	361000	362000	-0.08875739644970414
CP000393.1	362000	363000	0.22186495176848875
CP000393.1	363000	364000	0.043478260869565216
CP000393.1	364000	365000	-0.1317365269461078
CP000393.1	365000	366000	-0.1289198606271777
CP000393.1	366000	367000	-0.0967741935483871
CP000393.1	367000	368000	-0.036065573770491806
CP000393.1	368000	369000	-0.0935672514619883
CP000393.1	369000	370000	-0.04639175257731959
CP000393.1	370000	371000	0.10204081632653061
CP000393.1	371000	372000	0.049079754601226995
CP000393.1	372000	373000	-0.022727272727272728
CP000393.1	373000	374000	0.10224438902743142
CP000393.1	374000	375000	0.002570694087403599
CP000393.1	375000	376000	0.026737967914438502
CP000393.1	376000	377000	0.020618556701030927
CP000393.1	377000	378000	-0.05426356589147287
CP000393.1	378000	379000	0.028089887640449437
CP000393.1	379000	380000	0.06417112299465241
CP000393.1	380000	381000	0.0749185667752443
CP000393.1	381000	382000	0.06923076923076923
CP000393.1	382000	383000	0.20454545454545456
CP000393.1	383000	384000	0.18674698795180722
CP000393.1	384000	385000	0.09090909090909091
CP000393.1	385000	386000	-0.029177718832891247
CP000393.1	386000	387000	-0.15210355987055016
CP000393.1	387000	388000	0.13442622950819672
CP000393.1	388000	389000	0.305993690851735
CP000393.1	389000	390000	0.1419141914191419
CP000393.1	390000	391000	-0.15555555555555556
CP000393.1	391000	392000	-0.17682926829268292
CP000393.1	392000	393000	-0.1267605633802817
CP000393.1	393000	394000	-0.08904109589041095
CP000393.1	394000	395000	-0.15517241379310345
CP000393.1	395000	396000	0.07692307692307693
CP000393.1	396000	397000	-0.1366906474820144
CP000393.1	397000	398000	-0.27946127946127947
CP000393.1	398000	399000	0.14195583596214512
CP000393.1	399000	400000	-0.0234375
CP000393.1	400000	401000	0.037037037037037035
CP000393.1	401000	402000	0.07374631268436578
CP000393.1	402000	403000	0.15404699738903394
CP000393.1	403000	404000	0.07450980392156863
CP000393.1	404000	405000	0.0055248618784530384
CP000393.1	405000	406000	0.13609467455621302
CP000393.1	406000	407000	-0.08552631578947369
CP000393.1	407000	408000	-0.171875
CP000393.1	408000	409000	-0.10497237569060773
CP000393.1	409000	410000	-0.08021390374331551
CP000393.1	410000	411000	-0.09278350515463918
CP000393.1	411000	412000	-0.22916666666666666
CP000393.1	412000	413000	-0.036414565826330535
CP000393.1	413000	414000	0.12777777777777777
CP000393.1	414000	415000	0.11384615384615385
CP000393.1	415000	416000	0.15654952076677317
CP000393.1	416000	417000	0.24705882352941178
CP000393.1	417000	418000	0.3202933985330073
CP000393.1	418000	419000	0.34210526315789475
CP000393.1	419000	420000	0.5099337748344371
CP000393.1	420000	421000	0.08418891170431211
CP000393.1	421000	422000	0.28
CP000393.1	422000	423000	0.04398826979472141
CP000393.1	423000	424000	-0.010526315789473684
CP000393.1	424000	425000	0.1724137931034483
CP000393.1	425000	426000	-0.0979381443298969
CP000393.1	426000	427000	0.008174386920980926
CP000393.1	427000	428000	-0.12928759894459102
CP000393.1	428000	429000	-0.06493506493506493
CP000393.1	429000	430000	0.016166281755196306
CP000393.1	430000	431000	-0.007751937984496124
CP000393.1	431000	432000	-0.11168831168831168
CP000393.1	432000	433000	0.05396825396825397
CP000393.1	433000	434000	-0.05475504322766571
CP000393.1	434000	435000	-0.009708737864077669
CP000393.1	435000	436000	-0.040214477211796246
CP000393.1	436000	437000	0.12661498708010335
CP000393.1	437000	438000	0.13432835820895522
CP000393.1	438000	439000	-0.17006802721088435
CP000393.1	439000	440000	-0.07894736842105263
CP000393.1	440000	441000	-0.07246376811594203
CP000393.1	441000	442000	0.05569007263922518
CP000393.1	442000	443000	0.21808510638297873
CP000393.1	443000	444000	-0.1048951048951049
CP000393.1	444000	445000	0.18771331058020477
CP000393.1	445000	446000	0.1095890410958904
CP000393.1	446000	447000	0.06461538461538462
CP000393.1	447000	448000	0.09859154929577464
CP000393.1	448000	449000	0.08305647840531562
CP000393.1	449000	450000	-0.14986376021798364
CP000393.1	450000	451000	-0.07042253521126761
CP000393.1	451000	452000	0.03125
CP000393.1	452000	453000	-0.1
CP000393.1	453000	454000	0.016483516483516484
CP000393.1	454000	455000	0.13259668508287292
CP000393.1	455000	456000	0.010050251256281407
CP000393.1	456000	457000	-0.25903614457831325
CP000393.1	457000	458000	0.12857142857142856
CP000393.1	458000	459000	0.19287833827893175
CP000393.1	459000	460000	0.2347266881028939
CP000393.1	460000	461000	0.21904761904761905
CP000393.1	461000	462000	0.058823529411764705
CP000393.1	462000	463000	-0.007792207792207792
CP000393.1	463000	464000	0.14917127071823205
CP000393.1	464000	465000	-0.09174311926605505
CP000393.1	465000	466000	-0.08951406649616368
CP000393.1	466000	467000	-0.11270983213429256
CP000393.1	467000	468000	-0.0975609756097561
CP000393.1	468000	469000	-0.034055727554179564
CP000393.1	469000	470000	0.036544850498338874
CP000393.1	470000	471000	0.10638297872340426
CP000393.1	471000	472000	-0.15406162464985995
CP000393.1	472000	473000	-0.16809116809116809
CP000393.1	473000	474000	-0.16292134831460675
CP000393.1	474000	475000	-0.15517241379310345
CP000393.1	475000	476000	-0.11515151515151516
CP000393.1	476000	477000	-0.04697986577181208
CP000393.1	477000	478000	-0.16819571865443425
CP000393.1	478000	479000	0.1276595744680851
CP000393.1	479000	480000	-0.04509283819628647
CP000393.1	480000	481000	0.04597701149425287
CP000393.1	481000	482000	0.16774193548387098
CP000393.1	482000	483000	0.03076923076923077
CP000393.1	483000	484000	0.045454545454545456
CP000393.1	484000	485000	-0.1744186046511628
CP000393.1	485000	486000	-0.2570093457943925
CP000393.1	486000	487000	-0.14826498422712933
CP000393.1	487000	488000	-0.029411764705882353
CP000393.1	488000	489000	-0.2842809364548495
CP000393.1	489000	490000	-0.27696793002915454
CP000393.1	490000	491000	-0.03859649122807018
CP000393.1	491000	492000	-0.14520547945205478
CP000393.1	492000	493000	-0.061224489795918366
CP000393.1	493000	494000	0.23809523809523808
CP000393.1	494000	495000	-0.034482758620689655
CP000393.1	495000	496000	0.09570957095709572
CP000393.1	496000	497000	0.03571428571428571
CP000393.1	497000	498000	0.04861111111111111
CP000393.1	498000	499000	-0.1592356687898089
CP000393.1	499000	500000	0.20224719101123595
CP000393.1	500000	501000	0.04597701149425287
CP000393.1	501000	502000	0.046357615894039736
CP000393.1	502000	503000	-0.0196078431372549
CP000393.1	503000	504000	0.015873015873015872
CP000393.1	504000	505000	0.015015015015015015
CP000393.1	505000	506000	-0.12903225806451613
CP000393.1	506000	507000	-0.1861198738170347
CP000393.1	507000	508000	-0.17045454545454544
CP000393.1	508000	509000	-0.05755395683453238
CP000393.1	509000	510000	0.12290502793296089
CP000393.1	510000	511000	0.09302325581395349
CP000393.1	511000	512000	0.15270935960591134
CP000393.1	512000	513000	-0.018518518518518517
CP000393.1	513000	514000	-0.12684365781710916
CP000393.1	514000	515000	-0.07547169811320754
CP000393.1	515000	516000	0.1506849315068493
CP000393.1	516000	517000	-0.02976190476190476
CP000393.1	517000	518000	0.052307692307692305
CP000393.1	518000	519000	0.10979228486646884
CP000393.1	519000	520000	0.043478260869565216
CP000393.1	520000	521000	-0.125
CP000393.1	521000	522000	0.141439205955335
CP000393.1	522000	523000	-0.1174934725848564
CP000393.1	523000	524000	-0.05405405405405406
CP000393.1	524000	525000	-0.07331378299120235
CP000393.1	525000	526000	0.045576407506702415
CP000393.1	526000	527000	0.10512129380053908
CP000393.1	527000	528000	0.23588039867109634
CP000393.1	528000	529000	0.14906832298136646
CP000393.1	529000	530000	0.24057971014492754
CP000393.1	530000	531000	0.2605042016806723
CP000393.1	531000	532000	0.2386058981233244
CP000393.1	532000	533000	-0.2214765100671141
CP000393.1	533000	534000	-0.11224489795918367
CP000393.1	534000	535000	0.1144578313253012
CP000393.1	535000	536000	0.3316953316953317
CP000393.1	536000	537000	-0.13864306784660768
CP000393.1	537000	538000	-0.03468208092485549
CP000393.1	538000	539000	-0.05945945945945946
CP000393.1	539000	540000	-0.10455764075067024
CP000393.1	540000	541000	-0.10144927536231885
CP000393.1	541000	542000	0.017045454545454544
CP000393.1	542000	543000	0.11278195488721804
CP000393.1	543000	544000	0.06493506493506493
CP000393.1	544000	545000	0.00946372239747634
CP000393.1	545000	546000	0.0650887573964497
CP000393.1	546000	547000	0.026865671641791045
CP000393.1	547000	548000	0.1908831908831909
CP000393.1	548000	549000	0.1617161716171617
CP000393.1	549000	550000	0.02040816326530612
CP000393.1	550000	551000	0.056179775280898875
CP000393.1	551000	552000	-0.06756756756756757
CP000393.1	552000	553000	-0.058823529411764705
CP000393.1	553000	554000	0.06521739130434782
CP000393.1	554000	555000	-0.1263537906137184
CP000393.1	555000	556000	-0.0375
CP000393.1	556000	557000	-0.039755351681957186
CP000393.1	557000	558000	0.1746031746031746
CP000393.1	558000	559000	0.11904761904761904
CP000393.1	559000	560000	-0.03804347826086957
CP000393.1	560000	561000	-0.10091743119266056
CP000393.1	561000	562000	0.14121037463976946
CP000393.1	562000	563000	0.006535947712418301
CP000393.1	563000	564000	-0.03424657534246575
CP000393.1	564000	565000	-0.042071197411003236
CP000393.1	565000	566000	0.14634146341463414
CP000393.1	566000	567000	0.06086956521739131
CP000393.1	567000	568000	0.11904761904761904
CP000393.1	568000	569000	-0.14375
CP000393.1	569000	570000	0.04672897196261682
CP000393.1	570000	571000	-0.08868501529051988
CP000393.1	571000	572000	0.015105740181268883
CP000393.1	572000	573000	-0.15760869565217392
CP000393.1	573000	574000	0.19444444444444445
CP000393.1	574000	575000	-0.02491103202846975
CP000393.1	575000	576000	-0.024930747922437674
CP000393.1	576000	577000	0.034482758620689655
CP000393.1	577000	578000	-0.16058394160583941
CP000393.1	578000	579000	-0.13898305084745763
CP000393.1	579000	580000	0.06626506024096386
CP000393.1	580000	581000	0.25384615384615383
CP000393.1	581000	582000	0.03355704697986577
CP000393.1	582000	583000	0.2209026128266033
CP000393.1	583000	584000	-0.008086253369272238
CP000393.1	584000	585000	0.04
CP000393.1	585000	586000	0.2347417840375587
CP000393.1	586000	587000	0.36465324384787473
CP000393.1	587000	588000	0.2885032537960954
CP000393.1	588000	589000	-0.10480349344978165
CP000393.1	589000	590000	-0.09545454545454546
CP000393.1	590000	591000	-0.011990407673860911
CP000393.1	591000	592000	-0.06896551724137931
CP000393.1	592000	593000	-0.16363636363636364
CP000393.1	593000	594000	-0.07784431137724551
CP000393.1	594000	595000	-0.1608832807570978
CP000393.1	595000	596000	-0.13183279742765272
CP000393.1	596000	597000	-0.21839080459770116
CP000393.1	597000	598000	0.020771513353115726
CP000393.1	598000	599000	0.17326732673267325
CP000393.1	599000	600000	0.105
CP000393.1	600000	601000	0.09859154929577464
CP000393.1	601000	602000	0.2087912087912088
CP000393.1	602000	603000	0.05220883534136546
CP000393.1	603000	604000	-0.19487179487179487
CP000393.1	604000	605000	-0.14832535885167464
CP000393.1	605000	606000	-0.06382978723404255
CP000393.1	606000	607000	-0.08280254777070063
CP000393.1	607000	608000	0.12886597938144329
CP000393.1	608000	609000	0.014326647564469915
CP000393.1	609000	610000	-0.023668639053254437
CP000393.1	610000	611000	0.10903426791277258
CP000393.1	611000	612000	-0.0410958904109589
CP000393.1	612000	613000	-0.027989821882951654
CP000393.1	613000	614000	-0.12244897959183673
CP000393.1	614000	615000	-0.12013536379018612
CP000393.1	615000	616000	-0.09364548494983277
CP000393.1	616000	617000	-0.13377926421404682
CP000393.1	617000	618000	-0.09565217391304348
CP000393.1	618000	619000	-0.1388888888888889
CP000393.1	619000	620000	0.005917159763313609
CP000393.1	620000	621000	0.013774104683195593
CP000393.1	621000	622000	0.032448377581120944
CP000393.1	622000	623000	-0.09401709401709402
CP000393.1	623000	624000	0.02452316076294278
CP000393.1	624000	625000	0.0395778364116095
CP000393.1	625000	626000	0.20118343195266272
CP000393.1	626000	627000	0.2389937106918239
