#chromosome	start	end	baseMean_HFe
CP000393.1	4624227	4625204	24.141980353208602
CP000393.1	2767705	2769240	550.967957892061
CP000393.1	5951160	5951471	3295.1147097843395
CP000393.1	66565	67806	214.66734830926498
CP000393.1	2495162	2495653	4339.16567795199
CP000393.1	6740260	6740658	269.756138334766
CP000393.1	4375465	4376610	73.6692242388257
CP000393.1	5609420	5609905	20046.2686051757
CP000393.1	4072395	4074116	38.2325724777382
CP000393.1	5254572	5256005	370.195386821522
CP000393.1	411770	411994	502.65982233730995
CP000393.1	4657397	4657702	1046.76644579587
CP000393.1	7219548	7220354	78.99660690574821
CP000393.1	4566590	4569898	2423.96381057365
CP000393.1	4644681	4645076	1559.2311605151801
CP000393.1	2117278	2119272	250.82696302522203
CP000393.1	3819627	3823592	378.658579300168
CP000393.1	5256465	5256788	275.83762379322496
CP000393.1	6758620	6759363	1221.2600056132699
CP000393.1	2486145	2488037	115.401946905062
CP000393.1	4181555	4182106	672.457906855734
CP000393.1	6926028	6926552	188.52222719667802
CP000393.1	3468868	3469581	76.89857102177191
CP000393.1	3751594	3753021	2867.59417770211
CP000393.1	3863541	3864278	1104.43478402995
CP000393.1	2579163	2579600	17.2548841967816
CP000393.1	572415	573554	244.70403835250198
CP000393.1	6159015	6160403	720.9558109190331
CP000393.1	2738086	2739255	91.98010872758579
CP000393.1	412296	412368	307.473340084009
CP000393.1	4643190	4643540	2488.5638339326397
CP000393.1	6122133	6124808	1516.44744351676
CP000393.1	3143842	3144279	20.4823874482104
CP000393.1	595024	595416	47.854811553687
CP000393.1	3933098	3933889	55.66999251934771
CP000393.1	2958689	2958859	1225.5335536886998
CP000393.1	4653896	4654144	817.1825460745109
CP000393.1	1638481	1638831	7712.100659301279
CP000393.1	5659327	5660199	373.69786591967994
CP000393.1	3568686	3568985	36.42246939422321
CP000393.1	3106781	3107587	134.880573280606
CP000393.1	4218705	4220324	235.03456828368698
CP000393.1	5128555	5130444	147.88901176228902
CP000393.1	1561761	1562300	13601.1819742127
CP000393.1	5204319	5205416	139.812192809386
CP000393.1	2586415	2586891	62.2530189773377
CP000393.1	6072050	6073291	156.21122733207
CP000393.1	3130221	3131225	1252.38076031329
CP000393.1	7176127	7178343	44940.3590967287
CP000393.1	5946968	5948986	8154.709278775691
CP000393.1	6791736	6793166	36131.1061917279
CP000393.1	3927722	3928495	26.817218250833502
CP000393.1	411099	411773	2331.86822745262
CP000393.1	7666501	7668621	1064.76209915555
CP000393.1	5275996	5276295	1433.0190777594198
CP000393.1	7709436	7709954	19840.2499501795
CP000393.1	166446	167438	87.6274150222698
CP000393.1	2193828	2195204	47.0643822467236
CP000393.1	4643691	4644656	4622.360047956679
CP000393.1	5726339	5727826	8141.107981918621
CP000393.1	6118318	6119784	132.93474744941201
CP000393.1	7480163	7481179	275.133028664937
CP000393.1	5264342	5265040	198.560747694698
CP000393.1	760873	770310	1118.2539371442801
CP000393.1	1559925	1560536	960.083152245443
CP000393.1	7613119	7615794	44.842379127090304
CP000393.1	4108473	4109852	204.07082291811298
CP000393.1	1163597	1164763	519.8123545516851
CP000393.1	1864279	1864839	9.2272072506874
CP000393.1	2815610	2815726	73.6166563530355
CP000393.1	7178626	7180887	36395.3373436249
CP000393.1	5927248	5928693	368.183513782699
CP000393.1	1547518	1548006	54974.5580693032
CP000393.1	4336625	4337872	177.807191184495
CP000393.1	3650114	3650326	1564.86588626637
CP000393.1	4415949	4417862	732.2578259543519
CP000393.1	5945002	5945916	788.710031384158
CP000393.1	6392294	6392974	292.303922214561
CP000393.1	6372687	6372878	364.988417031592
CP000393.1	7228305	7229447	759.4405947816499
CP000393.1	2258640	2260478	783.0286077118891
CP000393.1	7464514	7465014	20.6901211369359
CP000393.1	2821588	2825619	443.40997238103796
CP000393.1	680792	682300	1814.23780599047
CP000393.1	7708849	7709337	42631.155498308595
CP000393.1	6692391	6692939	116.543535440977
CP000393.1	2001473	2001790	411.476389574806
CP000393.1	1067190	1067384	17.5190970284221
CP000393.1	4658353	4659036	3169.4015129902195
CP000393.1	3702494	3702724	177.200514413384
CP000393.1	4808487	4810391	116.967765590334
CP000393.1	4669023	4669628	147.88021200042
CP000393.1	5400781	5401284	1305.73873660182
CP000393.1	7226398	7227804	2155.6365972334
CP000393.1	3631292	3631852	626.153784829426
CP000393.1	4654735	4655463	2244.91150596971
CP000393.1	6553976	6555010	196.86473685629798
CP000393.1	5852521	5852592	445.762481077129
CP000393.1	4057414	4058691	24012.904415616
CP000393.1	7706972	7707616	530.633623304769
CP000393.1	7727163	7728194	1402.06045384449
CP000393.1	678196	678477	279.813490296863
CP000393.1	1692630	1693406	350.896236068264
CP000393.1	5482056	5482604	181.17104402409697
CP000393.1	6790587	6790922	22935.6957523218
CP000393.1	2494722	2494847	2672.39103619506
CP000393.1	1330521	1331741	66.00187193999349
CP000393.1	2840104	2841153	178.878925728046
CP000393.1	861724	862257	428.120909937441
CP000393.1	6066114	6067544	110.336970528225
CP000393.1	2697763	2701785	531.51930463479
CP000393.1	2419308	2419811	479.36502686117996
CP000393.1	4062549	4063715	1324.25491490592
CP000393.1	4192357	4195296	560.930436470209
CP000393.1	3483225	3484160	103.82191754112
CP000393.1	2872909	2873547	30.037018709715
CP000393.1	220187	220516	654.312616027186
CP000393.1	5747003	5747629	1240.98855794533
CP000393.1	1175476	1177374	319.608842977981
CP000393.1	3633780	3635186	63.8728834234776
CP000393.1	4252779	4253852	2578.78396955332
CP000393.1	4543239	4544114	707.393546476731
CP000393.1	2166252	2167331	8.651221928062709
CP000393.1	5206814	5208517	366.849044282585
CP000393.1	2753595	2754209	1178.3176012185302
CP000393.1	294279	294905	176.28122936601898
CP000393.1	247846	248388	1098.17859173224
CP000393.1	6526291	6529743	385.138507213555
CP000393.1	6350462	6351073	795.485886567069
CP000393.1	3836241	3836726	40.7390977681652
CP000393.1	6902230	6903477	158.731806545551
CP000393.1	2155551	2157032	110.437359257412
CP000393.1	6844980	6845864	1000.5538734925999
CP000393.1	1337820	1338695	236.47095662734299
CP000393.1	2409951	2410151	1098.7486068177802
CP000393.1	5563176	5563982	371.922267560723
CP000393.1	6363768	6364736	813.4578134666
CP000393.1	92879	93088	34.9847751364706
CP000393.1	1654059	1655711	296.40633079825403
CP000393.1	3101583	3102569	554.091056684791
CP000393.1	5401990	5402397	813.576372089886
CP000393.1	7668698	7669057	406.698697417289
CP000393.1	7027790	7028110	24.992194960366696
CP000393.1	3204998	3206956	666.020155960823
CP000393.1	438503	439606	42.8230644797731
CP000393.1	645965	646633	25.0236177217348
CP000393.1	1782421	1783974	184.263555840727
CP000393.1	986538	987218	218.45421460720002
CP000393.1	6052171	6053007	4963.34035313521
CP000393.1	2315772	2316473	1490.4372463503798
CP000393.1	3427838	3428782	5055.39125188813
CP000393.1	2706719	2707417	382.696120377294
CP000393.1	4478487	4479398	296.460742215562
CP000393.1	7089184	7089957	124.67966956524599
CP000393.1	6893345	6893734	130.484126700683
CP000393.1	3849056	3849985	29.722081523801698
CP000393.1	4199215	4200150	315.990338880117
CP000393.1	1917668	1919488	86.2971854457579
CP000393.1	3698168	3699247	477.789370175327
CP000393.1	5419868	5420236	203.020823349515
CP000393.1	5052127	5053260	96.1165149170458
CP000393.1	1824405	1824599	161.548036601355
CP000393.1	692630	693079	119.86029875006399
CP000393.1	3481790	3483193	109.702296874727
CP000393.1	5011083	5015132	376.616663394
CP000393.1	6104408	6104557	41.1892723236155
CP000393.1	149231	150202	384.145382942942
CP000393.1	7130062	7130967	897.002406683262
CP000393.1	4726162	4726524	422.45866165120697
CP000393.1	3430009	3431526	14738.6371408753
CP000393.1	2451467	2452744	578.7030877937381
CP000393.1	7302434	7303252	370.26866669286903
CP000393.1	317874	319187	476.76003035300903
CP000393.1	1548092	1548631	19762.4251327049
CP000393.1	7258754	7260103	585.74428327624
CP000393.1	3769757	3770728	433.315519115504
CP000393.1	3263487	3265649	276.368258644464
CP000393.1	3484318	3484539	1920.9061573972601
CP000393.1	2659750	2660862	167.649189309159
CP000393.1	6682448	6683443	4007.2400301150897
CP000393.1	1144783	1145628	225.54109572506698
CP000393.1	555242	555889	89.41332800813571
CP000393.1	4640199	4640471	1154.19443058875
CP000393.1	5382588	5383016	602.63388683859
CP000393.1	289976	291565	432.00559012016504
CP000393.1	3370639	3371970	66.8452347891878
CP000393.1	1709719	1711734	461.240678703612
CP000393.1	2424735	2427869	111.05794848922702
CP000393.1	3422919	3424724	712.982277714859
CP000393.1	3344106	3344369	146.092351010649
CP000393.1	6108569	6108925	1654.55416839293
CP000393.1	3433474	3433719	20620.245472779097
CP000393.1	2872171	2872839	24.995620839348696
CP000393.1	3325010	3325507	450.164384277845
CP000393.1	5142563	5143429	77.24677450057071
CP000393.1	7305070	7305693	57.9123049781343
CP000393.1	4228935	4232294	221.80424420917197
CP000393.1	5260646	5260837	70.37765877363691
CP000393.1	955607	957274	523.639541353911
CP000393.1	2364599	2368258	850.2727550848331
CP000393.1	6170197	6170278	1196.76313319546
CP000393.1	1011270	1011488	2144.7320779040197
CP000393.1	3272360	3272947	889.149301605396
CP000393.1	1060928	1062169	42.7321023529486
CP000393.1	7028526	7029737	186.796219232709
CP000393.1	2618665	2620149	124.01039320613701
CP000393.1	2291951	2292667	1026.05350343685
CP000393.1	7743289	7743768	20.1651213526369
CP000393.1	275667	276845	175.372587612041
CP000393.1	2138782	2139186	186.153858035978
CP000393.1	5055023	5057077	913.807706175124
CP000393.1	6731613	6732389	6112.783399362329
CP000393.1	2956694	2956987	1173.58802807226
CP000393.1	4650442	4650804	1068.87300283577
CP000393.1	7236889	7237209	588.472654909058
CP000393.1	2160042	2160473	16.8943353554297
CP000393.1	7315951	7317012	57178.090667500706
CP000393.1	725804	726748	94.0121343938969
CP000393.1	9478	9756	40.876507335697205
CP000393.1	4654148	4654561	1541.8642910493302
CP000393.1	3134655	3135641	811.021777760845
CP000393.1	7000589	7001437	510.591983809647
CP000393.1	6279994	6281409	100.303421266689
CP000393.1	1299130	1299747	16.9449552373148
CP000393.1	7088372	7089187	315.972395440587
CP000393.1	1344655	1344795	125.49724472001301
CP000393.1	591650	592441	79.17620224973679
CP000393.1	4143820	4144854	143.585475313095
CP000393.1	2159601	2159990	11.158844187811502
CP000393.1	1339201	1339905	1547.43226003917
CP000393.1	3341786	3342769	440.37593995050497
CP000393.1	5195561	5196652	410.522569304254
CP000393.1	7227801	7228094	283.555715695644
CP000393.1	4535777	4537462	429.316648706612
CP000393.1	989491	989970	119.79328078614999
CP000393.1	4649017	4649502	2521.72736855608
CP000393.1	2857816	2859453	295.934369028573
CP000393.1	6668444	6668674	119.364878195616
CP000393.1	4165263	4166156	235.433025987931
CP000393.1	2741028	2741822	439.350452660867
CP000393.1	337202	338224	153.560075059706
CP000393.1	4591987	4592442	24.4790551604782
CP000393.1	4164431	4165150	159.040153157553
CP000393.1	6294635	6294895	88.2417945859287
CP000393.1	4837154	4838047	771.414110613352
CP000393.1	5449090	5449776	146.44545824350598
CP000393.1	6433229	6433684	163.6399302996
CP000393.1	2417922	2418422	189.089047100993
CP000393.1	2491379	2492803	1353.5887771058199
CP000393.1	3296981	3298258	130.39618780643698
CP000393.1	3399033	3399167	111.833718773291
CP000393.1	6873870	6874376	67.7599969882488
CP000393.1	7284210	7286588	424.413668150026
CP000393.1	3310984	3311595	62.3154988436332
CP000393.1	4652002	4652547	2305.65057332715
CP000393.1	6087348	6090377	191.824906084081
CP000393.1	6433677	6434147	125.38414497183201
CP000393.1	6085669	6086754	25.8849610004222
CP000393.1	4653015	4653383	1234.95547019196
CP000393.1	2788062	2788973	161.580168934955
CP000393.1	4468895	4469809	244.61731614928
CP000393.1	7025685	7026989	325.569071016198
CP000393.1	4647560	4648900	7003.98156207345
CP000393.1	7530485	7531666	651.652722717398
CP000393.1	4380083	4380964	108.74911869398399
CP000393.1	2257131	2258564	761.385846011629
CP000393.1	562495	563130	35.3571839622329
CP000393.1	4277465	4282600	239.77177673391398
CP000393.1	3799246	3803691	344.432168619484
CP000393.1	4652647	4653015	1149.85741241056
CP000393.1	6402830	6403105	70.2096774793202
CP000393.1	7057924	7058847	769.015781317047
CP000393.1	7514525	7514839	145.803462703216
CP000393.1	1768286	1768873	199.737341582629
CP000393.1	2221744	2222886	133.105908687972
CP000393.1	4180082	4181143	153.536720747326
CP000393.1	6483495	6484394	110.272281473972
CP000393.1	7085314	7086315	1579.0891649233401
CP000393.1	449414	450586	550.651296896333
CP000393.1	926399	927370	238.935646548439
CP000393.1	4748804	4749043	42.8053452343328
CP000393.1	6049362	6049724	149.859774253328
CP000393.1	6155479	6156912	397.660377141936
CP000393.1	7462209	7462706	107.28478570722
CP000393.1	3524520	3528161	120.011516305911
CP000393.1	1886638	1888128	587.909411097889
CP000393.1	5419224	5419640	106.133927280607
CP000393.1	1343707	1343889	113.14097494317801
CP000393.1	3792558	3792654	52.4928632150657
CP000393.1	6136937	6138085	220.740817558013
CP000393.1	6362652	6363701	562.165196320907
CP000393.1	7364470	7365378	28.100739202585
CP000393.1	3855819	3857666	466.19783123410105
CP000393.1	5712913	5713839	390.511621257619
CP000393.1	5802383	5802817	1211.18322357241
CP000393.1	7600850	7602076	127.94458105210899
CP000393.1	1790156	1791298	248.926764098781
CP000393.1	1139656	1141056	206.814519664766
CP000393.1	82492	84570	3161.68767173976
CP000393.1	3657638	3658300	161.656598251917
CP000393.1	2754328	2755920	1541.03910006461
CP000393.1	486705	488087	616.460355354553
CP000393.1	4479399	4479650	188.837649760734
CP000393.1	4937986	4938924	131.84930938993298
CP000393.1	5512695	5513135	108.927638809299
CP000393.1	3417970	3418620	399.120307002099
CP000393.1	6064632	6065948	105.269382317027
CP000393.1	410674	411099	1571.9716991021899
CP000393.1	4712276	4713025	236.97502023199502
CP000393.1	513120	513839	19762.9261637017
CP000393.1	1824692	1825762	735.1202727654401
CP000393.1	4273670	4274851	67.3587402455169
CP000393.1	5919177	5920268	282.23641233722
CP000393.1	4089736	4090710	106.128657870107
CP000393.1	1772579	1773457	406.79966074769203
CP000393.1	7674878	7675243	376.927854792434
CP000393.1	771178	771813	554.24838818822
CP000393.1	7671984	7672586	802.224884120802
CP000393.1	3152928	3153203	45.2375154247394
CP000393.1	3784198	3785514	1043.91869274333
CP000393.1	4982580	4983797	1100.64284850831
CP000393.1	6342797	6343378	1064.3984073660902
CP000393.1	4653504	4653755	1792.56529082657
CP000393.1	4455685	4458183	360.499053829606
CP000393.1	4161767	4162180	77.02817332436891
CP000393.1	844596	845066	528.634715977659
CP000393.1	2150970	2151116	12.308971301543501
CP000393.1	6533207	6535552	1086.52952891189
CP000393.1	4172628	4172993	652.170990465435
CP000393.1	7319934	7320278	14.4538355319823
CP000393.1	5574671	5575789	623.294622441137
CP000393.1	5949949	5950287	882.4220965598159
CP000393.1	523930	524292	317.246034910462
CP000393.1	1815804	1818287	706.204831420336
CP000393.1	1867440	1868705	3281.3421237954103
CP000393.1	4508879	4509457	7776.52576372695
CP000393.1	3343071	3343733	421.28700850729797
CP000393.1	804736	805560	281.77594489551
CP000393.1	2708761	2709930	3959.6217022045503
CP000393.1	7369774	7370706	157.202418848092
CP000393.1	165274	166119	50.2903031506879
CP000393.1	4650808	4651347	1880.4793894954398
CP000393.1	2165108	2166181	33.203519969925104
CP000393.1	2555069	2556322	142.576549302318
CP000393.1	4405803	4406363	190.71112073509101
CP000393.1	6189732	6190838	1795.9056696382602
CP000393.1	1502663	1503307	657.265463340383
CP000393.1	4778563	4779531	683.4279902812481
CP000393.1	4839782	4841212	2605.24841572911
CP000393.1	5205556	5206647	174.416125014666
CP000393.1	3404593	3404985	265.682958573797
CP000393.1	3979106	3979711	1264.64304473072
CP000393.1	3656450	3657214	19.7034524692169
CP000393.1	2583999	2586362	93.0140758705958
CP000393.1	6475318	6476901	2192.79939843314
CP000393.1	90562	90864	22.604889863203102
CP000393.1	6823866	6824747	116.323336667997
CP000393.1	1960720	1960962	63.805290858347796
CP000393.1	2029603	2030283	17.7544619430931
CP000393.1	2800934	2801641	294.220138317276
CP000393.1	7713511	7714113	210.966718836409
CP000393.1	2640871	2641221	41.4105680659181
CP000393.1	569567	570250	47.034176176379496
CP000393.1	6285411	6286307	341.053484802171
CP000393.1	6438494	6438841	337.789163165839
CP000393.1	1730081	1730512	56.1289820859814
CP000393.1	3705454	3707106	476.442540063345
CP000393.1	4348305	4349366	211.130401476512
CP000393.1	5844586	5847951	918.953791428891
CP000393.1	7040951	7041754	44.6101789073485
CP000393.1	2542658	2546200	449.460087317406
CP000393.1	4423741	4424187	130.513586208832
